!! zhugs nyid	⟨!!⟩་ཞུགས་ཉིད
!!don du	⟨!!don⟩་དུ
!!lcags sgrog ma	⟨!!lcags⟩་སྒྲོག་མ
!!mdog dbyibs can	⟨!!mdog⟩་དབྱིབས་ཅན
!!mid par byed pa	⟨!!mid⟩་པར་བྱེད་པ
!!ming can	⟨!!ming⟩་ཅན
!!mtshon cha can	⟨!!mtshon⟩་ཆ་ཅན
!!ra bcas	⟨!!ra⟩་བཅས
!!rnam pa can	⟨!!rnam⟩་པ་ཅན
!!snod du gyur	⟨!!snod⟩་དུ་གྱུར
!!theg pa pa	⟨!!theg⟩་པ་པ
'am ci	འམ་ཅི
che yun ring	ཆེ་ཡུན་རིང
che zha	ཆེ་ཞ
ched bzhin	ཆེད་བཞིན
ched dag tu	ཆེད་དག་ཏུ
ched dga'	ཆེད་དགའ
ched du brjod do	ཆེད་དུ་བརྗོད་དོ
ched du brjod pa'i gtam	ཆེད་དུ་བརྗོད་པའི་གཏམ
ched du brjod pa'i sde	ཆེད་དུ་བརྗོད་པའི་སྡེ
ched du brjod pa'i tshoms	ཆེད་དུ་བརྗོད་པའི་ཚོམས
ched du bsams te	ཆེད་དུ་བསམས་ཏེ
ched du bya ba'i 'dul bya	ཆེད་དུ་བྱ་བའི་འདུལ་བྱ
ched du byas pa	ཆེད་དུ་བྱས་པ
ched du ci phyir	ཆེད་དུ་ཅི་ཕྱིར
chem	ཆེམ
chem chem	ཆེམ་ཆེམ
chen chun	ཆེན་ཆུན
chen mo	ཆེན་མོ
chen po	ཆེན་པོ
chen po ba	ཆེན་པོ་བ
chen po la 'os ma	ཆེན་པོ་ལ་འོས་མ
chen po las sa'i snying po'i 'khor lo bcu pa	ཆེན་པོ་ལས་སའི་སྙིང་པོའི་འཁོར་ལོ་བཅུ་པ
chen po nya ba'i snying po mchog bam po chen po brgyad pa	ཆེན་པོ་ཉ་བའི་སྙིང་པོ་མཆོག་བམ་པོ་ཆེན་པོ་བརྒྱད་པ
chen po pa	ཆེན་པོ་པ
chen po skor gsum	ཆེན་པོ་སྐོར་གསུམ
chen po stong pa nyid	ཆེན་པོ་སྟོང་པ་ཉིད
chen po'i chen po	ཆེན་པོའི་ཆེན་པོ
chen po'i gnas	ཆེན་པོའི་གནས
chen por bgyid	ཆེན་པོར་བགྱིད
chen por gyur	ཆེན་པོར་གྱུར
chen por gyur [pa	ཆེན་པོར་གྱུར་⟨[pa⟩
chen snang	ཆེན་སྣང
cher 'gyed pa	ཆེར་འགྱེད་པ
cher 'os	ཆེར་འོས
cher bsags pa	ཆེར་བསགས་པ
cher gyen du 'phags pa	ཆེར་གྱེན་དུ་འཕགས་པ
cher gyur pa	ཆེར་གྱུར་པ
cher rdubs	ཆེར་རྡུབས
cher sgrogs pa	ཆེར་སྒྲོགས་པ
cher skyes	ཆེར་སྐྱེས
cher snying rje ba	ཆེར་སྙིང་རྗེ་བ
ches	ཆེས
ches 'brum	ཆེས་འབྲུམ
ches dar ba	ཆེས་དར་བ
ches grangs med pa	ཆེས་གྲངས་མེད་པ
ches gsal ba	ཆེས་གསལ་བ
ches lci ba	ཆེས་ལྕི་བ
ches lhag	ཆེས་ལྷག
ches mang	ཆེས་མང
ches mchog	ཆེས་མཆོག
ches mgyogs	ཆེས་མགྱོགས
ches mtho ba	ཆེས་མཐོ་བ
ches myur ba	ཆེས་མྱུར་བ
ches nye ba	ཆེས་ཉེ་བ
ches rgas pa	ཆེས་རྒས་པ
ches ring pa	ཆེས་རིང་པ
ches snga	ཆེས་སྔ
chib pa	ཆིབ་པ
chibs	ཆིབས
chigs bcas pa	ཆིགས་བཅས་པ
chil chil	ཆིལ་ཆིལ
chim byas	ཆིམ་བྱས
chings 'ching ba	ཆིངས་འཆིང་བ
cho 'brang gtsang	ཆོ་འབྲང་གཙང
cho 'phrul	ཆོ་འཕྲུལ
cho 'phrul chen po bstan pa	ཆོ་འཕྲུལ་ཆེན་པོ་བསྟན་པ
cho ga byed	ཆོ་ག་བྱེད
cho ga dang spyod yul phun sum tshogs	ཆོ་ག་དང་སྤྱོད་ཡུལ་ཕུན་སུམ་ཚོགས
cho ga la gnas pa	ཆོ་ག་ལ་གནས་པ
cho ga lnga pa	ཆོ་ག་ལྔ་པ
cho ga ma byas mi de shi bar gyur	ཆོ་ག་མ་བྱས་མི་དེ་ཤི་བར་གྱུར
cho ga shes pa	ཆོ་ག་ཤེས་པ
cho ga zhib mo'i rgyal po	ཆོ་ག་ཞིབ་མོའི་རྒྱལ་པོ
cho ga'i rim pa	ཆོ་གའི་རིམ་པ
cho gar ldan pa	ཆོ་གར་ལྡན་པ
cho lo rtse ba	ཆོ་ལོ་རྩེ་བ
cho los rtse ba	ཆོ་ལོས་རྩེ་བ
cho los thu lo	ཆོ་ལོས་ཐུ་ལོ
cho nga	ཆོ་ང
cho nga'i sgra dang ldan pa	ཆོ་ངའི་སྒྲ་དང་ལྡན་པ
cho nge 'debs pa	ཆོ་ངེ་འདེབས་པ
cho nge bral ba	ཆོ་ངེ་བྲལ་བ
cho nge drag po … sgrogs	ཆོ་ངེ་དྲག་པོ་སྒྲོགས
cho nge ldan	ཆོ་ངེ་ལྡན
cho nge thos pa med pa	ཆོ་ངེ་ཐོས་པ་མེད་པ
cho nge … smras	ཆོ་ངེ་སྨྲས
cho nges bkang	ཆོ་ངེས་བཀང
cho nges btab	ཆོ་ངེས་བཏབ
cho ris	ཆོ་རིས
chod	ཆོད
chod par 'gyur	ཆོད་པར་འགྱུར
chog 'dzin	ཆོག་འཛིན
chog ma shes pa	ཆོག་མ་ཤེས་པ
chog med ma	ཆོག་མེད་མ
chog mi shes	ཆོག་མི་ཤེས
chog pa	ཆོག་པ
chog par 'dzin pa	ཆོག་པར་འཛིན་པ
chog shes bde	ཆོག་ཤེས་བདེ
chog shes bdud rtsi	ཆོག་ཤེས་བདུད་རྩི
chog shes bsil ldan	ཆོག་ཤེས་བསིལ་ལྡན
chog shes rgyan ldan	ཆོག་ཤེས་རྒྱན་ལྡན
chol	ཆོལ
chom 'joms pa	ཆོམ་འཇོམས་པ
chom pos phrogs pa	ཆོམ་པོས་ཕྲོགས་པ
chom rkun 'dra	ཆོམ་རྐུན་འདྲ
chom rkun gyi gnas dgon pa'i nang du song ste	ཆོམ་རྐུན་གྱི་གནས་དགོན་པའི་ནང་དུ་སོང་སྟེ
chom rkun ma	ཆོམ་རྐུན་མ
chom rkun nyid	ཆོམ་རྐུན་ཉིད
choms	ཆོམས
choms med	ཆོམས་མེད
choms par gyur pa	ཆོམས་པར་གྱུར་པ
chong(s) 'chang ba	⟨chong(s)⟩་འཆང་བ
chos 'bangs	ཆོས་འབངས
chos 'bar	ཆོས་འབར
chos 'brel	ཆོས་འབྲེལ
chos 'chad pa	ཆོས་འཆད་པ
chos 'dod	ཆོས་འདོད
chos 'dod pa rnams dang bde bar phrad pa	ཆོས་འདོད་པ་རྣམས་དང་བདེ་བར་ཕྲད་པ
chos 'dzin	ཆོས་འཛིན
chos 'od	ཆོས་འོད
chos 'tshong ba	ཆོས་འཚོང་བ
chos (dang) mthun pa nyid	ཆོས་⟨(dang)⟩་མཐུན་པ་ཉིད
chos bcu spyod pa'i ming la	ཆོས་བཅུ་སྤྱོད་པའི་མིང་ལ
chos bdag med pa	ཆོས་བདག་མེད་པ
chos bdun pa	ཆོས་བདུན་པ
chos brjod kyi sgra	ཆོས་བརྗོད་ཀྱི་སྒྲ
chos brtag pa	ཆོས་བརྟག་པ
chos brtan	ཆོས་བརྟན
chos brtsegs	ཆོས་བརྩེགས
chos bsgrags rgya mtsho	ཆོས་བསྒྲགས་རྒྱ་མཚོ
chos bsgyur dkar chag	ཆོས་བསྒྱུར་དཀར་ཆག
chos bstan pa gcig	ཆོས་བསྟན་པ་གཅིག
chos byed	ཆོས་བྱེད
chos byung zhabs	ཆོས་བྱུང་ཞབས
chos bzhi pa'i mdo	ཆོས་བཞི་པའི་མདོ
chos bzhin byed	ཆོས་བཞིན་བྱེད
chos bzhin du	ཆོས་བཞིན་དུ
chos bzhin gcod pa	ཆོས་བཞིན་གཅོད་པ
chos bzod pa	ཆོས་བཟོད་པ
chos bzod shes	ཆོས་བཟོད་ཤེས
chos can dag 'gog	ཆོས་ཅན་དག་འགོག
chos can gyi khyad par phyin ci tu log tu sgrub par byed pa	ཆོས་ཅན་གྱི་ཁྱད་པར་ཕྱིན་ཅི་ཏུ་ལོག་ཏུ་སྒྲུབ་པར་བྱེད་པ
chos can mthun snang	ཆོས་ཅན་མཐུན་སྣང
chos can rang bzhin	ཆོས་ཅན་རང་བཞིན
chos can the tshom zos ma grub pa	ཆོས་ཅན་ཐེ་ཚོམ་ཟོས་མ་གྲུབ་པ
chos dag nyan pa	ཆོས་དག་ཉན་པ
chos dang 'thun pa'i rnyed pas chog shes shing	ཆོས་དང་འཐུན་པའི་རྙེད་པས་ཆོག་ཤེས་ཤིང
chos dang chos nyid	ཆོས་དང་ཆོས་ཉིད
chos dang chos nyid rnam par 'byed pa'i 'grel pa	ཆོས་དང་ཆོས་ཉིད་རྣམ་པར་འབྱེད་པའི་འགྲེལ་པ
chos dang don	ཆོས་དང་དོན
chos dang don so so yang dag par rig pa	ཆོས་དང་དོན་སོ་སོ་ཡང་དག་པར་རིག་པ
chos dang gang gi ngo bo nyid du mngon par zhen pa'i bag la nyal ba'i lta ba la brten nas	ཆོས་དང་གང་གི་ངོ་བོ་ཉིད་དུ་མངོན་པར་ཞེན་པའི་བག་ལ་ཉལ་བའི་ལྟ་བ་ལ་བརྟེན་ནས
chos dang ldan pa	ཆོས་དང་ལྡན་པ
chos dang ldan zhing chos (kyis) thob pa	ཆོས་དང་ལྡན་ཞིང་ཆོས་⟨(kyis)⟩་ཐོབ་པ
chos dang mi ldan	ཆོས་དང་མི་ལྡན
chos dang rjes su 'thun (mthun) pa'i chos la zhugs pa	ཆོས་དང་རྗེས་སུ་འཐུན་⟨(mthun)⟩་པའི་ཆོས་ལ་ཞུགས་པ
chos dang rjes su mthun pa'i chos la zhugs zhing	ཆོས་དང་རྗེས་སུ་མཐུན་པའི་ཆོས་ལ་ཞུགས་ཞིང
chos dang ~~	ཆོས་དང་⟨~~⟩
chos dbang phyug	ཆོས་དབང་ཕྱུག
chos dbying	ཆོས་དབྱིང
chos dbyings rang bzhin gsal ba'i mtshan	ཆོས་དབྱིངས་རང་བཞིན་གསལ་བའི་མཚན
chos dbyings rang bzhin gzi mdangs mtshan	ཆོས་དབྱིངས་རང་བཞིན་གཟི་མདངས་མཚན
chos dbyings ye shes	ཆོས་དབྱིངས་ཡེ་ཤེས
chos dbyings ye shes dgyes par gshegs	ཆོས་དབྱིངས་ཡེ་ཤེས་དགྱེས་པར་གཤེགས
chos de la yon tan du blta ba	ཆོས་དེ་ལ་ཡོན་ཏན་དུ་བལྟ་བ
chos dkar	ཆོས་དཀར
chos dkon mchog	ཆོས་དཀོན་མཆོག
chos don snying por byed cing	ཆོས་དོན་སྙིང་པོར་བྱེད་ཅིང
chos dpe	ཆོས་དཔེ
chos dran pa nye bar bzhag pa	ཆོས་དྲན་པ་ཉེ་བར་བཞག་པ
chos g-yung	ཆོས་⟨g-yung⟩
chos gcod min	ཆོས་གཅོད་མིན
chos gdags pa	ཆོས་གདགས་པ
chos gdugs	ཆོས་གདུགས
chos gnas pa nyid	ཆོས་གནས་པ་ཉིད
chos gos	ཆོས་གོས
chos gos bu mo	ཆོས་གོས་བུ་མོ
chos gos dag rdul gyis phog par gyur na mi rung ngo	ཆོས་གོས་དག་རྡུལ་གྱིས་ཕོག་པར་གྱུར་ན་མི་རུང་ངོ
chos gos dag rdul gyis ~~	ཆོས་གོས་དག་རྡུལ་གྱིས་⟨~~⟩
chos gos ha cang 'jol ba ma yin	ཆོས་གོས་ཧ་ཅང་འཇོལ་བ་མ་ཡིན
chos gos kyi grva	ཆོས་གོས་ཀྱི་⟨grva⟩
chos gos kyi grva nas zungs shig	ཆོས་གོས་ཀྱི་⟨grva⟩་ནས་ཟུངས་ཤིག
chos gos kyi gtur bu	ཆོས་གོས་ཀྱི་གཏུར་བུ
chos gos kyi tshal bu	ཆོས་གོས་ཀྱི་ཚལ་བུ
chos gos re ba	ཆོས་གོས་རེ་བ
chos gos snam sbyar gyon cing	ཆོས་གོས་སྣམ་སྦྱར་གྱོན་ཅིང
chos gos zin nas	ཆོས་གོས་ཟིན་ནས
chos gos zin pa dang ldan pa	ཆོས་གོས་ཟིན་པ་དང་ལྡན་པ
chos grub	ཆོས་གྲུབ
chos grva	ཆོས་⟨grva⟩
chos grwa	ཆོས་གརྭ
chos gsum pa	ཆོས་གསུམ་པ
chos gtam rigs pa	ཆོས་གཏམ་རིགས་པ
chos kun gyi yul can	ཆོས་ཀུན་གྱི་ཡུལ་ཅན
chos kun mi sdud pa ste	ཆོས་ཀུན་མི་སྡུད་པ་སྟེ
chos kun ngo bo nyid 'chang ba	ཆོས་ཀུན་ངོ་བོ་ཉིད་འཆང་བ
chos kun pha rol phyin	ཆོས་ཀུན་ཕ་རོལ་ཕྱིན
chos kyi 'khor ba	ཆོས་ཀྱི་འཁོར་བ
chos kyi 'khor lo	ཆོས་ཀྱི་འཁོར་ལོ
chos kyi 'khor lo bskor bar bskul ba	ཆོས་ཀྱི་འཁོར་ལོ་བསྐོར་བར་བསྐུལ་བ
chos kyi 'phongs par 'gyur ba	ཆོས་ཀྱི་འཕོངས་པར་འགྱུར་བ
chos kyi bdag med phra mo	ཆོས་ཀྱི་བདག་མེད་ཕྲ་མོ
chos kyi bdag nyid mchod rten	ཆོས་ཀྱི་བདག་ཉིད་མཆོད་རྟེན
chos kyi bdag tu 'dzin pa	ཆོས་ཀྱི་བདག་ཏུ་འཛིན་པ
chos kyi bslab pa'i rig pa	ཆོས་ཀྱི་བསླབ་པའི་རིག་པ
chos kyi bstan pa	ཆོས་ཀྱི་བསྟན་པ
chos kyi bu	ཆོས་ཀྱི་བུ
chos kyi char pa dam pa phab	ཆོས་ཀྱི་ཆར་པ་དམ་པ་ཕབ
chos kyi dbang phyug	ཆོས་ཀྱི་དབང་ཕྱུག
chos kyi dbyings su 'gyur ba	ཆོས་ཀྱི་དབྱིངས་སུ་འགྱུར་བ
chos kyi de bzhin nyid rnam par dag pa'i mtshan nyid	ཆོས་ཀྱི་དེ་བཞིན་ཉིད་རྣམ་པར་དག་པའི་མཚན་ཉིད
chos kyi ded dpon 'od srung mtshan	ཆོས་ཀྱི་དེད་དཔོན་འོད་སྲུང་མཚན
chos kyi dkon mchog bkra shis mtshan	ཆོས་ཀྱི་དཀོན་མཆོག་བཀྲ་ཤིས་མཚན
chos kyi dmigs pa	ཆོས་ཀྱི་དམིགས་པ
chos kyi don rnams	ཆོས་ཀྱི་དོན་རྣམས
chos kyi dung	ཆོས་ཀྱི་དུང
chos kyi dung gi ting nge 'dzin 'jam dpal gyi sgrub thabs	ཆོས་ཀྱི་དུང་གི་ཏིང་ངེ་འཛིན་འཇམ་དཔལ་གྱི་སྒྲུབ་ཐབས
chos kyi gaNDI	ཆོས་ཀྱི་གཎྜཱི
chos kyi gnyis 'thung	ཆོས་ཀྱི་གཉིས་འཐུང
chos kyi grogs	ཆོས་ཀྱི་གྲོགས
chos kyi gru	ཆོས་ཀྱི་གྲུ
chos kyi grwa	ཆོས་ཀྱི་གརྭ
chos kyi gtan	ཆོས་ཀྱི་གཏན
chos kyi gter	ཆོས་ཀྱི་གཏེར
chos kyi khyad par	ཆོས་ཀྱི་ཁྱད་པར
chos kyi khyad par phyin ci log tu sgrug par byed pa	ཆོས་ཀྱི་ཁྱད་པར་ཕྱིན་ཅི་ལོག་ཏུ་སྒྲུག་པར་བྱེད་པ
chos kyi lam la gus pa	ཆོས་ཀྱི་ལམ་ལ་གུས་པ
chos kyi ljon pa	ཆོས་ཀྱི་ལྗོན་པ
chos kyi longs spyod rdzogs pa rgyun mi 'chad par 'jug pa	ཆོས་ཀྱི་ལོངས་སྤྱོད་རྫོགས་པ་རྒྱུན་མི་འཆད་པར་འཇུག་པ
chos kyi man ngag	ཆོས་ཀྱི་མན་ངག
chos kyi mchog	ཆོས་ཀྱི་མཆོག
chos kyi mdzod	ཆོས་ཀྱི་མཛོད
chos kyi mig	ཆོས་ཀྱི་མིག
chos kyi mnga' bdag bde bar dgongs	ཆོས་ཀྱི་མངའ་བདག་བདེ་བར་དགོངས
chos kyi mnga' bdag glog sbyin che	ཆོས་ཀྱི་མངའ་བདག་གློག་སྦྱིན་ཆེ
chos kyi mtshan nyid	ཆོས་ཀྱི་མཚན་ཉིད
chos kyi nor bu	ཆོས་ཀྱི་ནོར་བུ
chos kyi nor ldan	ཆོས་ཀྱི་ནོར་ལྡན
chos kyi pho nya	ཆོས་ཀྱི་ཕོ་ཉ
chos kyi phreng ba	ཆོས་ཀྱི་ཕྲེང་བ
chos kyi rang bzhin	ཆོས་ཀྱི་རང་བཞིན
chos kyi rang bzhin can	ཆོས་ཀྱི་རང་བཞིན་ཅན
chos kyi rang gi ngo bo phyin ci log tu bsgrub pa	ཆོས་ཀྱི་རང་གི་ངོ་བོ་ཕྱིན་ཅི་ལོག་ཏུ་བསྒྲུབ་པ
chos kyi rgya mtsho mchog blos mngon mkhyen rgyal	ཆོས་ཀྱི་རྒྱ་མཚོ་མཆོག་བློས་མངོན་མཁྱེན་རྒྱལ
chos kyi rgyal mtshan can	ཆོས་ཀྱི་རྒྱལ་མཚན་ཅན
chos kyi rgyal po	ཆོས་ཀྱི་རྒྱལ་པོ
chos kyi rgyud	ཆོས་ཀྱི་རྒྱུད
chos kyi rjes su lta ba	ཆོས་ཀྱི་རྗེས་སུ་ལྟ་བ
chos kyi rjes su mthun pa'i chos kyi nan tan	ཆོས་ཀྱི་རྗེས་སུ་མཐུན་པའི་ཆོས་ཀྱི་ནན་ཏན
chos kyi rnam grangs	ཆོས་ཀྱི་རྣམ་གྲངས
chos kyi rnyed pa	ཆོས་ཀྱི་རྙེད་པ
chos kyi rtsa 'khor	ཆོས་ཀྱི་རྩ་འཁོར
chos kyi sbyin pa'i bsngo ba	ཆོས་ཀྱི་སྦྱིན་པའི་བསྔོ་བ
chos kyi sgo la ~~	ཆོས་ཀྱི་སྒོ་ལ་⟨~~⟩
chos kyi sgo'i rgyud	ཆོས་ཀྱི་སྒོའི་རྒྱུད
chos kyi sgron ma	ཆོས་ཀྱི་སྒྲོན་མ
chos kyi sgron ma spyan	ཆོས་ཀྱི་སྒྲོན་མ་སྤྱན
chos kyi shes rab	ཆོས་ཀྱི་ཤེས་རབ
chos kyi shugs	ཆོས་ཀྱི་ཤུགས
chos kyi sku yongs su rdzogs pa so so yang dag par rig pa	ཆོས་ཀྱི་སྐུ་ཡོངས་སུ་རྫོགས་པ་སོ་སོ་ཡང་དག་པར་རིག་པ
chos kyi sku'i snang ba'i cho ga	ཆོས་ཀྱི་སྐུའི་སྣང་བའི་ཆོ་ག
chos kyi skye mched	ཆོས་ཀྱི་སྐྱེ་མཆེད
chos kyi snod	ཆོས་ཀྱི་སྣོད
chos kyi sprin	ཆོས་ཀྱི་སྤྲིན
chos kyi srid	ཆོས་ཀྱི་སྲིད
chos kyi stobs	ཆོས་ཀྱི་སྟོབས
chos kyi tog	ཆོས་ཀྱི་ཏོག
chos kyi tshig dang yi ge tshad med pa	ཆོས་ཀྱི་ཚིག་དང་ཡི་གེ་ཚད་མེད་པ
chos kyi tshong dpon	ཆོས་ཀྱི་ཚོང་དཔོན
chos kyi zas za	ཆོས་ཀྱི་ཟས་ཟ
chos kyi zhabs	ཆོས་ཀྱི་ཞབས
chos kyis phongs pa 'gyur pa dang mthun pa	ཆོས་ཀྱིས་ཕོངས་པ་འགྱུར་པ་དང་མཐུན་པ
