# Chandra Das headword -> pdf page (das_1902_bookmarked.pdf)
# SOURCE: Christian Steinert's ChandraDas_Scan index —
# permission granted by email 2026-08-13 ('feel free to
# use the Chandra Das headword index for your own needs')
# with his caveat: interpolated positions, terms may sit a
# page away. '?' rows are his own uncertainty marks,
# preserved as certain=0. printed->pdf offset +40
# (312-sample majority vote vs our section map).
# wylie	pdf_page	certain
zang zang	1130	1
zang zing	1130	0
zang yag	1130	0
zangs	1130	0
zangs kyi mdog ces bya ba'i ri bo	1130	0
zangs kyi gtsug phud	1130	0
zangs dkar	1130	0
zangs gling	1130	0
zangs ldan	1130	0
zangs dmar	1130	0
zangs zhun	1130	0
zangs ze can	1130	0
zangs ri	1130	0
zad pa	1131	1
zad po	1131	0
zad ma	1131	0
zan	1131	0
zan khrus	1131	0
zan ching	1131	0
zan snyig	1131	0
zan pa	1131	0
zan po	1131	0
zan ma	1131	0
zan rdza	1131	0
zan za yun	1131	0
zan zos	1131	0
zan yang	1131	0
zab	1131	0
zab bgrang	1131	0
zab pa	1132	1
zab po	1132	0
zab lag can	1132	0
zab lam	1132	0
zabs	1132	0
zam	1132	0
zam pa	1132	0
zam bu lung	1132	0
zam zim	1132	0
zam zo	1132	0
zar	1132	0
zar babs	1132	0
zar ma	1133	1
zar zer	1133	0
zar ri zir ri	1133	0
zal	1133	0
zal mo sgang	1133	0
zal zug	1133	0
zas	1133	0
zas gnyer	1133	0
zas phul du byung ba	1133	0
zas byed	1133	0
zas gtsang ma	1133	0
zi	1134	1
zi ma	1134	0
zi ra	1134	0
zi ra dkar po	1134	0
zi ra nag po	1134	0
zi ri ri	1134	0
zi ru	1134	0
zi la	1134	0
zi ling	1134	0
zi ling stong 'khor	1134	0
zi hun	1134	0
zing cha	1134	0
zing zing	1134	0
zin thun	1134	0
zin pa	1134	0
zin phung nag po	1134	0
zin bris	1134	0
zim bu	1134	0
zir mo	1134	0
zil	1135	1
zil pa	1135	0
zil pa nag po	1135	0
zu	1135	0
zug	1135	0
zug rngu	1135	0
zug pa	1135	0
zung	1135	0
zung chu	1135	0
zung mchog	1135	0
zung gzug	1135	0
zungs	1135	0
zun	1135	0
zum pa	1136	1
zur	1136	0
zur rdo	1136	0
zur pa	1136	0
zur spo ba	1136	0
zur phud lnga pa	1136	0
zur ba	1136	0
zur 'bul	1136	0
zur ma	1136	0
zur mig	1136	0
zur mo	1136	0
zur tsam	1136	0
zur gsos	1136	0
zul ma	1136	0
zus	1136	0
ze	1136	0
ze ka	1136	0
ze ba	1136	0
ze 'bug	1136	0
ze 'bru	1136	0
ze ma	1136	0
ze mo	1136	0
ze tshva	1136	0
ze tshwa	1136	0
zeg ma'i lte ba	1136	0
zegs ma	1137	1
zeng	1137	0
zed	1137	0
zem	1137	0
zer	1137	0
zer ba	1137	0
zer ma	1137	0
zer mo ra mgo	1137	0
zer zer skad	1137	0
zel ma	1137	0
zo	1137	0
zo chun	1137	0
zo ba	1137	0
zog	1137	0
zog po	1137	0
zong	1138	1
zon	1138	0
zom	1138	0
zor	1138	0
zor ma	1138	0
zol	1138	0
zol tsho	1139	1
zos	1139	0
zos rnga	1139	0
zwa	1139	0
zla skyes	1139	0
zla gam	1139	0
zla dum	1139	0
zla 'dres	1139	0
zla sdud	1139	0
zla ba	1139	0
zla ba gcig pa	1140	1
zla ba chu shel	1140	0
zla ba 'joms	1140	0
zla ba 'dzum byed	1140	0
zla ba gzhon nu	1140	0
zla ba yar gyi ngo	1140	0
zla ba shol	1140	0
zla ba'i grogs	1140	0
zla ba'i gling	1140	0
zla ba'i dgra	1140	0
zla ba'i cod pan	1140	0
zla ba'i thal	1140	0
zla ba'i thog ma	1140	0
zla ba'i dri	1140	0
zla ba'i bye ma	1140	0
zla ba'i bla mkhan	1140	0
zla ba'i dbang po	1140	0
zla ba'i ma ma	1140	0
zla ba'i tsang kun	1140	0
zla ba'i gtsug phud	1140	0
zla ba'i ri bo	1140	0
zla ba'i lag	1140	0
zla ba'i sa rgyal	1140	0
zla ba'i sring mo	1140	0
zla bas dga'	1140	0
zla bas 'phel	1140	0
zla bas bzhad tshal	1140	0
zla bu	1140	0
zla bo	1140	0
zla med	1140	0
zla mtshan	1140	0
zla mdzes	1140	0
zla zhal mdzes ma	1140	0
zla ral gyi dpe	1140	0
zla shun	1140	0
zla'u	1140	0
zlug pa	1141	1
zlum pa	1141	0
zlum po 'dzin	1141	0
zlo ba	1141	0
zlog pa	1141	0
zlos	1141	0
zlos gar	1142	1
gzag pa	1142	0
gzags pa	1142	0
gzangs ring	1142	0
gzad	1142	0
gzan	1143	1
gzan pa	1143	0
gzab	1143	0
gzab ma	1143	0
gzabs pa	1143	0
gza'	1143	0
gza' skar mkhan	1143	0
gza' khyim	1143	0
gza' dug nag po	1143	0
gza' bdag	1143	0
gza' yi rten	1143	0
gza' yi mu khyud	1143	0
gza' rong	1143	0
gza'i rna ba	1143	0
gza'i yum	1143	0
gzar	1143	0
gzar po	1143	0
gzar bu	1143	0
gzal pa	1143	0
gzas pa	1143	0
gzi	1143	0
gzi brjid	1143	0
gzig	1144	1
gzigs rten	1144	0
gzigs stangs	1144	0
gzigs pa	1144	0
gzigs byed	1144	0
gzigs mo	1144	0
gzing	1144	0
gzings	1144	0
gzim pa	1144	0
gzims rkyong	1144	0
gzir ba	1145	1
gzil	1145	0
gzu dpang	1145	0
gzu ba	1145	0
gzu bo	1145	0
gzu lum	1145	0
gzug	1145	0
gzug pa	1145	0
gzugs	1145	0
gzugs can snying po	1146	1
gzugs can ma	1146	0
gzugs brnyan	1146	0
gzugs pa	1146	0
gzugs bu	1146	0
gzugs ma	1146	0
gzugs mang	1146	0
gzugs med	1146	0
gzugs mo	1146	0
gzugs 'tshong ma	1146	0
gzugs mdzes pa	1146	0
gzung ste 'dug	1146	0
gzung ldan ma	1146	0
gzung ba	1146	0
gzung gzer	1146	0
gzungs	1147	1
gzungs sngags	1147	0
gzungs thag	1147	0
gzungs bsdus	1147	0
gzungs phyi	1147	0
gzungs zad	1147	0
gzungs ring	1147	0
gzud pa	1147	0
gzum pa	1147	0
gzur gnas	1147	0
gze ba	1147	0
gze ma	1147	0
gze ru	1147	0
gze re	1147	0
gzeg	1147	0
gzeg mo byi	1147	0
gzeg zan	1147	0
gzengs bstod pa	1147	0
gzengs pa	1148	1
gzed pa	1148	0
gzed ma	1148	0
gzeb	1148	0
gzem pa	1148	0
gzer	1148	0
gzer ba	1148	0
gzer bu	1148	0
gzer ma	1148	0
gzo ba	1148	0
gzong	1148	0
gzod	1148	0
gzon pa	1148	0
gzob pa	1148	0
bzang	1149	1
bzang khyi	1149	0
bzang mkhan	1149	0
bzang ldan	1149	0
bzang po	1149	0
bzang po drug	1149	0
bzang po ma	1149	0
bzang po'i nas	1149	0
bzang po'i dpal	1149	0
bzang mo	1149	0
bzang btson	1149	0
bzangs	1149	0
bzad pa	1149	0
bzan	1149	0
bzab pa	1149	0
bzabs	1149	0
bza'	1149	0
bza' gtad	1150	1
bza' ston dman pa	1150	0
bza' ba	1150	0
bza' mi	1150	0
bza' med	1150	0
bza' tshang	1150	0
bza' tshod	1150	0
bza' shing	1150	0
bza' shing gi ra ba	1150	0
bza' shug	1150	0
bzar	1150	0
bzar thag	1150	0
bzar bu	1150	0
bzas pa	1150	0
bzi ba	1150	0
bzung thags	1150	0
bzung ba	1150	0
bzur	1150	0
bze re	1151	1
bzed	1151	0
bzed zhal	1151	0
bzo	1151	0
bzo ba	1151	0
bzod dkas rangs	1151	0
bzod mnga' ba	1151	0
bzod ldan ma	1151	0
bzod pa	1151	0
bzod bsran	1151	0
bzob pa	1152	1
bzom pa	1152	0
bzos sgo	1152	0
bzos pa	1152	0
bzla ba	1152	0
bzlas pa	1152	0
bzlugs pa	1152	0
bzlum pa	1152	0
bzlums pa	1152	0
bzlo ba	1152	0
bzlog	1152	0
bzlog dka'	1153	1
bzlos	1153	0
bzlos pa byung ba	1153	0
'a	1154	1
'a ti wa	1154	0
'a na	1154	0
'a na yang	1154	0
'a ma	1154	0
'a 'ur	1154	0
'a la gzi chen	1154	0
'ang	1154	0
'ang ke	1154	0
'an bu	1154	0
'ab pa	1154	0
'ab 'ub	1154	0
'am	1154	0
'ar pa	1154	0
'ar po	1154	0
'ar 'ur	1154	0
'ar yang	1154	0
'ar lhung du ma rgyag	1154	0
'al 'ol	1154	0
'u cag	1155	1
'u thug	1155	0
'u dum	1155	0
'u bu	1155	0
'u zi	1155	0
'u yug	1155	0
'u yug sa nag	1155	0
'u ru ru	1155	0
'u lag	1155	0
'u shang rdo rje lha khang	1155	0
'u su	1155	0
'ug pa	1155	0
'ug pa lung pa	1155	0
'ug sings	1155	0
'ung	1155	0
'ud	1155	0
'ub pa	1155	0
'um bu	1155	0
'um bu glang mkhar	1155	0
'ur	1156	1
'ur ba	1156	0
'o	1156	0
'o skol	1156	0
'o brgyal	1156	0
'o snyig	1156	0
'o dod	1156	0
'o na	1156	0
'o phran	1156	0
'o byams pa	1156	0
'o ma	1156	0
'o ma thang	1157	1
'o ma 'phel	1157	0
'o ma 'dzin	1157	0
'o ma zi zi	1157	0
'o ma shing	1157	0
'o ma'i mgrin pa can	1157	0
'o ma'i dbyugs pa	1157	0
'o mtsho	1157	0
'o zho	1157	0
'o yug	1157	0
'o yo	1157	0
'o lags	1157	0
'o se	1157	0
'og	1157	0
'og gi phyogs skyong	1157	0
'og grab	1157	0
'og rngu	1157	0
'og tu kha phyogs pa	1157	0
'og tu rgyu	1157	0
'og rdo	1157	0
'og ldan	1157	0
'og na	1157	0
'og ma	1157	0
'og min	1158	1
'og gzhi	1158	0
'og gzhi mi rig	1158	0
'og rol tu	1158	0
'og las	1158	0
'og len pa	1158	0
'og shal	1158	0
'ong ba	1158	0
'ong mol	1158	0
'ongs pa	1158	0
'od	1158	0
'od kyi tog	1159	1
'od kyi sde	1159	0
'od kyi 'phreng can	1159	0
'od dkar	1159	0
'od dkar can	1159	0
'od skyes ma	1159	0
'od brgya'i 'byung gnas	1159	0
'od lnga pa	1159	0
'od can	1159	0
'od bdun pa	1159	0
'od ldan	1159	0
'od ldan 'khri shing	1159	0
'od snang ba	1159	0
'od dpag med	1159	0
'od phung po	1159	0
'od ma	1159	0
'od ma'i dkris	1159	0
'od ma'i myu gu	1159	0
'od gtsang	1159	0
'od mdzes	1159	0
'od zhugs	1160	1
'od zer	1160	0
'od yangs tsha bo	1160	0
'od srung	1160	0
'od srungs skyes	1160	0
'od gsal	1160	0
'od gsal dmu la 'then	1160	0
'od bsrung byin	1160	0
'on	1160	0
'on kyang	1160	0
'on cig	1160	0
'on tang	1160	0
'on te	1160	0
'on pa	1160	0
'on sangs	1160	0
'ob	1161	1
'obs	1161	0
'om bu	1161	0
'or	1161	0
'or 'ga'	1161	0
'or cig	1161	0
'or che	1161	0
'or pa	1161	0
'ol	1161	0
'ol kha	1161	0
'ol mdud	1161	0
'ol pa	1161	0
'ol spyi	1161	0
'ol spyod	1161	0
'ol mo	1161	0
'ol tshod	1161	0
'ol yang	1161	0
'os pa	1162	1
'os 'tshams	1162	0
ya	1163	1
ya ga	1163	0
ya gangs	1163	0
ya gad	1163	0
ya gyal	1163	0
ya nga	1163	0
ya 'chang	1164	1
ya ta	1164	0
ya ti	1164	0
ya tog	1164	0
ya thod	1164	0
ya mtha'	1164	0
ya gdung	1164	0
ya 'degs	1164	0
ya pad	1164	0
ya po	1164	0
ya ba ti	1164	0
ya bral	1164	0
ya ma bral	1164	0
ya mad	1164	0
ya man ta ka	1164	0
ya med	1164	0
ya tshad	1164	0
ya mtshan	1164	0
ya bzher	1165	1
ya zigs	1165	0
ya zu	1165	0
ya yud	1165	0
ya yo	1165	0
ya rabs	1165	0
ya lad	1165	0
ya sha	1165	0
ya sher	1165	0
yag pa	1165	0
yag po	1165	0
yag yag	1165	0
yags	1165	0
yang	1165	0
yang dkar	1166	1
yang ge	1166	0
yang sgos	1166	0
yang nga dkar po	1166	0
yang lci	1166	0
yang 'jug	1166	0
yang rje chos kyi rgyal po	1166	0
yang snying	1166	0
yang tig	1166	0
yang steng	1166	0
yang thog	1166	0
yang dag	1166	0
yang dag rtog	1167	0
yang dag rtogs	1167	0
yang dag thos pa	1167	0
yang dag gnas	1167	0
yang dag pa'i mtha'	1167	0
yang dag pa'i 'bras bu	1167	0
yang dag par sdom pa	1167	0
yang dag par spong ba bzhi	1167	0
yang dag par rdzogs pa'i sangs rgyas	1167	0
yang na	1167	0
yang nas yang du	1167	0
yang po	1167	0
yang sprul	1167	0
yang ma	1167	0
yang tsar	1167	0
yang rtsal	1167	0
yang rtse'i klong chen	1167	0
yang tsha	1167	0
yang yang 'ong ba	1167	0
yang ra	1167	0
yang le shod	1168	1
yang sos	1168	0
yang srid	1168	0
yang slob	1168	0
yangs pa	1168	0
yangs pa can	1168	0
yangs pa'i grong du 'jug pa'i mdo	1168	0
yangs pa'i mig	1168	0
yan	1168	0
yan dha shen hung zhi	1168	0
yan pa	1168	0
yan lag	1168	0
yan lag brgyad ldan	1168	0
yan lag ngan	1168	0
yan lag mchog	1168	0
yan lag mchog ldan	1168	0
yan lag nyams pa	1168	0
yan lag med pa	1168	0
yab	1169	1
yab pa	1169	0
yab mo	1169	0
yab gzhi	1169	0
yab ring po	1169	0
yam pa la	1169	0
yam bu	1169	0
yam me ba	1169	0
yam yom	1169	0
yams	1170	1
yar	1170	0
yar klungs	1170	0
yar ba	1170	0
yar 'brog	1170	0
yar ma	1170	0
yar mo thang	1170	0
yar mo sna bzhi	1170	0
yal ga	1171	1
yal ga can	1171	0
yal ga 'brel	1171	0
yal ga 'dzin	1171	0
yal ga'i ral pa	1171	0
yal ga'i ri dvags	1171	0
yal gas lhag	1171	0
yal 'phyong	1171	0
yal ba	1171	0
yal ma yol	1171	0
yal yal	1171	0
yal yol	1171	0
yas	1171	0
yas 'jab	1171	0
yas phyin	1172	1
yas bsu mas skyel	1172	0
yi	1172	0
yi ga	1172	0
yi ge	1172	0
yi chad	1172	0
yi dvags	1172	0
yi dam	1173	1
yi phya dung nge	1173	0
yi mug pa	1173	0
yi rangs pa	1173	0
yig	1174	1
yig bskur	1174	0
yig mkhan	1174	0
yig drug	1174	0
yid	1174	0
yid kar 'ong	1174	0
yid skyo	1174	0
yid 'khrul ba	1175	1
yid 'gyur gyi myong ba	1175	0
yid can	1175	0
yid bcugs	1175	0
yid chad pa	1175	0
yid ches pa	1175	0
yid nye	1175	0
yid gnyis	1175	0
yid gtungs	1175	0
yid btags	1175	0
yid brtan	1175	0
yid mthun pa	1175	0
yid dang 'thad pa	1175	0
yid du 'thad	1175	0
yid dogs shar ba	1175	0
yid ldan	1175	0
yid dpyod	1175	0
yid 'pham pa	1175	0
yid 'phyo	1175	0
yid 'phrog	1175	0
yid 'byin pa	1175	0
yid 'byung	1175	0
yid mos tshal	1176	1
yid myos	1176	0
yid smon	1176	0
yid tshim pa	1176	0
yid gzhung	1176	0
yid gzhungs	1176	0
yid bzhin	1176	0
yid 'ong	1176	0
yid 'ong ldan	1176	0
yid yal	1176	0
yid rang ba	1176	0
yid la brjod pa	1176	0
yid la byed pa	1176	0
yid las skyes	1176	0
yid log pa	1176	0
yid srubs	1176	0
yid bsad pa	1176	0
yid bsam	1176	0
yin pa	1177	1
yib	1177	0
yib pa	1177	0
yib shing	1177	0
yu	1178	1
yu ga	1178	0
yu gu shing	1178	0
yu gur	1178	0
yu nga	1178	0
yu ja	1178	0
yu tang	1178	0
yu thi ka	1178	0
yu ba	1178	0
yu bu cag	1178	0
yu bo	1178	0
yu ma	1178	0
yug	1178	0
yug pa	1178	0
yug po	1178	0
yug yug rgyab pa	1178	0
yugs pa	1178	0
yugs pho	1178	0
yung ba	1178	0
yung ma	1178	0
yungs kar	1179	1
yud	1179	0
yud kyis	1179	0
yun	1179	0
yun nen	1179	0
yum	1179	0
yum pa	1179	0
yum blo bzang chos mtsho	1179	0
yum sangs rgod la 'then	1179	0
yur ba	1180	1
yur ma	1180	0
yul	1180	0
yul 'khor	1180	0
yul 'khor ldan	1180	0
yul 'khyar	1180	0
yul gung thang	1180	0
yul gru	1181	1
yul dgugs pa	1181	0
yul brgyad	1181	0
yul ngan	1181	0
yul can	1181	0
yul chas	1181	0
yul ljongs	1181	0
yul thang	1181	0
yul sde	1181	0
yul phu bla mkhar	1181	0
yul phyung ba	1181	0
yul phyogs	1181	0
yul dbus	1181	0
yul med	1181	0
yul tsho	1181	0
yul gzhis	1181	0
yul bzang	1181	0
yul yod pa	1181	0
yul lugs	1181	0
yus	1181	0
yus te	1182	1
ye	1182	0
ye ma byed pa	1182	0
ye rang	1182	0
ye re	1182	0
ye shes	1182	0
ye shes sku	1182	0
ye shes rgyal ba	1182	0
ye shes lnga	1182	0
ye shes snying po	1182	0
ye shes phyag rgya'i mdo	1182	0
ye shes gtsug phud	1182	0
ye shes tshul khrims	1182	0
ye sang dkar po	1182	0
ye su	1183	1
yegs pa	1183	0
yeng ba	1183	0
yeng yeng	1183	0
yed po	1183	0
yen	1183	0
ye'i	1183	0
yer khen	1183	0
yer pa	1183	0
yer pa lha ri	1183	0
yer ba	1183	0
yer re	1183	0
yer shong	1183	0
yel 'phyos	1183	0
yel yel	1183	0
yes mas	1183	0
yo	1183	0
yo ga	1183	0
yo gur	1183	0
yo tan	1183	0
yo ba	1183	0
yo byad	1184	1
yo byad ldan	1184	0
yo 'bog	1184	0
yo lang	1184	0
yog	1184	0
yog rgyal	1184	0
yog gcin	1184	0
yog po	1184	0
yong	1184	0
yong nge	1184	0
yong chad	1184	0
yong ba	1184	0
yong ye	1184	0
yongs	1184	0
yongs dkris	1184	0
yongs skyob	1184	0
yongs bskor	1184	0
yongs khul	1184	0
yongs khebs	1184	0
yongs khyab	1184	0
yongs gang snod	1184	0
yongs grub	1184	0
yongs 'gro	1185	1
yongs gcod	1185	0
yongs 'jom	1185	0
yongs 'joms	1185	0
yongs rtogs	1185	0
yongs gdung	1185	0
yongs 'dud	1185	0
yongs 'dus sa rdol	1185	0
yongs 'bab	1185	0
yongs sbyor	1185	0
yongs 'dzin	1185	0
yongs zlum mig	1185	0
yongs bzang can	1185	0
yongs su	1186	1
yongs su dag pa	1186	0
yongs su 'dogs pa	1186	0
yongs su 'dri	1186	0
yongs su 'dren	1186	0
yongs su spyod	1186	0
yongs su dbang	1186	0
yongs su dbul bya	1186	0
yongs su smod	1186	0
yongs su tshang ba	1186	0
yongs su gzir ba	1186	0
yod	1187	1
yod dgu	1187	0
yod thang	1187	0
yod do cog	1187	0
yod pa	1187	0
yod pa nyid	1187	0
yon	1187	0
yon gyi gnas pa	1188	0
yon bsngo ba	1188	0
yon chab	1188	0
yon tan	1188	0
yon bdag	1188	0
yon po	1188	0
yob	1188	0
yob pa	1188	0
yob yob	1188	0
yom pa	1188	0
yo'u chang	1188	0
yor po	1188	0
yor shing	1189	1
yol	1189	0
yol go	1189	0
yol ba	1189	0
yos	1189	0
g.yag	1189	0
g.yag sde	1189	0
g.yang	1189	0
g.yang dkar	1190	1
g.yang skyo ba	1190	0
g.yang khug	1190	0
g.yang spru'u	1190	0
g.yang ba	1190	0
g.yang bum	1190	0
g.yang tshe	1190	0
g.yang gzhi	1190	0
g.yang rong	1190	0
g.yang lug	1190	0
g.yang lugs	1190	0
g.yang shod bong ra	1190	0
g.yang sa	1190	0
g.yang lha	1190	0
g.yan pa	1190	0
g.yab pa	1190	0
g.yab mo	1190	0
g.yam	1190	0
g.yam pa	1190	0
g.ya'	1190	0
g.ya' kyi ma	1190	0
g.ya' thig	1190	0
g.ya' 'drul ba	1190	0
g.ya' pa	1190	0
g.ya' spang	1190	0
g.ya' spang skyes	1191	1
g.ya' ba	1191	0
g.ya' bzang	1191	0
g.ya' bzang khri dpon	1191	0
g.ya' rug pa	1191	0
g.ya' shing	1191	0
g.yar	1191	0
g.yar khral	1191	0
g.yar dam	1191	0
g.yar 'dren pa	1191	0
g.yar po	1191	0
g.yar ba	1191	0
g.yar mo thang pa	1191	0
g.yar tsha	1191	0
g.yar lam	1191	0
g.yar len	1191	0
g.yal	1191	0
g.yas pa	1192	1
g.yi	1192	0
g.yigs pa	1192	0
g.yid ston	1192	0
g.yu	1192	0
g.yu thog pa	1192	0
g.yu drug sngon mo	1193	1
g.yu drug stod	1193	0
g.yu ldan	1193	0
g.yu bur	1193	0
g.yu byil	1193	0
g.yu mtsho	1193	0
g.yu mdzod sngon po	1193	0
g.yu rung	1193	0
g.yu lo	1193	0
g.yug pa	1193	0
g.yung	1193	0
g.yung drung	1193	0
g.yung drung tshul khrims	1193	0
g.yung drung sems dpa'	1193	0
g.yung po	1194	1
g.yung ba	1194	0
g.yung mo	1194	0
g.yur	1194	0
g.yur za	1194	0
g.yul kha	1194	0
g.yul thang	1194	0
g.yul du 'dzin	1194	0
g.yul na brjid	1194	0
g.yul sprod pa	1194	0
g.yul ba	1194	0
g.yul bzlog pa	1194	0
g.yul las	1194	0
g.yul bsrung	1194	0
g.yeng ba	1195	1
g.yengs byed	1195	0
g.yen	1195	0
g.yem pa	1195	0
g.yer kha	1195	0
g.yer snyom pa	1195	0
g.yer pa	1195	0
g.yer po	1195	0
g.yer ba	1195	0
g.yer bag	1195	0
g.yer ma	1195	0
g.yer mo thang	1195	0
g.yer shing pa	1195	0
g.yel	1195	0
g.yel pa	1195	0
g.yel ba	1195	0
g.yel ma	1195	0
g.yo	1195	0
g.yo 'gul	1196	1
g.yo can	1196	0
g.yo thon	1196	0
g.yo ldan	1196	0
g.yo snod	1196	0
g.yo ba	1196	0
g.yo ba can	1196	0
g.yo ba pa	1196	0
g.yo ba'i sdong po	1196	0
g.yo byed	1196	0
g.yo med	1196	0
g.yo mo	1196	0
g.yo ru	1196	0
g.yog	1196	0
g.yog pa	1197	1
g.yogs	1197	0
g.yod	1197	0
g.yon	1197	0
g.yon gyi lha	1197	0
g.yon can	1197	0
g.yon ma	1197	0
g.yon lam	1197	0
g.yob pa	1197	0
g.yom thog	1197	0
g.yor	1197	0
g.yor che	1197	0
g.yor po	1197	0
g.yor ba	1198	1
g.yor mo	1198	0
g.yor yol	1198	0
g.yol ba	1198	0
g.yos	1198	0
ra	1199	1
ra gan	1199	0
ra gur	1199	0
ra rgyab pa	1199	0
ra sgog	1199	0
ra sgreng	1199	0
ra chod	1199	0
ra nya dza ka	1199	0
ra ti gub ta	1199	0
ra mda'	1200	1
ra 'dra	1200	0
ra sdong	1200	0
ra sna	1200	0
ra sprod pa	1200	0
ra phrod pa	1200	0
ra ba	1200	0
ra ba ti	1200	0
ra ba stod	1200	0
ra ma	1200	0
ra ma ga bur	1200	0
ra med	1200	0
ra mo che	1200	0
ra mo sha	1201	1
ra rtsigs khang pa	1201	0
ra bzi ba	1201	0
ra yi shing	1201	0
ra yig	1201	0
ra ri	1201	0
ra res	1201	0
ra ro	1201	0
ra lung	1201	0
ra shul	1201	0
ra sa	1201	0
ra sa 'phrul snang	1201	0
ra sa ya na	1201	0
rak ta	1201	0
rag	1201	0
rag chung shing	1201	0
rag rdo	1201	0
rag pa	1202	1
rag pa thang zlum	1202	0
rag ma	1202	0
rag tse	1202	0
rag lus pa	1202	0
rag sha	1203	1
rag shi	1203	0
rags	1203	0
rags pa	1203	0
rang	1203	0
rang rkya thub	1204	1
rang skyur	1204	0
rang skyed	1204	0
rang skyes	1204	0
rang kha	1204	0
rang khongs	1204	0
rang ga ba	1204	0
rang gir byed pa	1204	0
rang grub	1204	0
rang dga' pa	1204	0
rang rgyal	1204	0
rang rgyud	1204	0
rang cha	1204	0
rang stobs kyis bgrod	1204	0
rang mthong	1204	0
rang 'thag	1204	0
rang don	1204	0
rang 'dod	1204	0
rang nang	1204	0
rang po	1204	0
rang ba	1206	1
rang babs	1206	0
rang bu	1206	0
rang byan chud pa	1206	0
rang byas	1206	0
rang byung	1205	0
rang byon	1205	0
rang dbang	1205	0
rang dbang med	1205	0
rang 'byor lnga	1205	0
rang mo	1205	0
rang rtsis	1205	0
rang tshugs	1205	0
rang tshod zin pa	1205	0
rang gzhan	1205	0
rang bzhin	1205	0
rang gzugs	1205	0
rang bzo	1205	0
rang rig	1205	0
rang rigs	1205	0
rang re	1205	0
rang las tha dad	1205	0
rang shugs la	1205	0
rang gshis	1205	0
rang sa	1205	0
rang sangs rgyas	1205	0
rangs pa	1205	0
rangs po	1205	0
rad pa	1205	0
rad rod	1205	0
ran	1205	0
ran pa	1205	0
rab	1207	1
rab dkrus	1207	0
rab bkram	1207	0
rab skyed	1207	0
rab skyes mang	1207	0
rab bskyed	1207	0
rab bskrad	1207	0
rab 'khyams	1207	0
rab 'khrugs	1207	0
rab rgyags	1207	0
rab mchog mig	1207	0
rab 'joms	1207	0
rab nyams pa	1207	0
rab tu	1207	0
rab tu skor ba	1208	1
rab tu bsten	1208	0
rab tu gnas pa	1208	0
rab tu 'byin pa	1208	0
rab tu 'byung ba	1208	0
rab tu myos byed ma	1208	0
rab tu tsha ba	1208	0
rab tu tsha byed	1208	0
rab rtogs	1208	0
rab brtag	1208	0
rab brtan sprin grol	1208	0
rab mtho	1208	0
rab gnas me tog	1208	0
rab gnon	1208	0
rab snang	1208	0
rab spras	1208	0
rab byed	1209	1
rab dben pa	1209	0
rab 'byams	1209	0
rab 'byor	1209	0
rab sbyar	1209	0
rab sbyor	1209	0
rab mang	1209	0
rab 'dzag	1209	0
rab zhi	1209	0
rab bzang	1209	0
rab yas	1209	0
rab rib	1209	0
rab sad	1209	0
rab sim pa	1209	0
rab gsal	1209	0
rabs	1209	0
ram	1209	0
ram gyis	1209	0
ram pa	1209	0
ram bu	1210	1
ram ma	1210	0
ram tshos	1210	0
rams	1210	0
rtsva	1210	0
ral	1210	0
ral ka	1210	0
ral klung	1210	0
ral kha	1210	0
ral khur can	1210	0
ral ga	1210	0
ral gu	1210	0
ral gu can	1210	0
ral gu zul	1210	0
ral gri	1210	0
ral gri'i rgyun 'dzin	1210	0
ral gri'i lo ma can	1210	0
ral gcig ma	1210	0
ral gcod	1210	0
ral lcang	1210	0
ral pa	1211	1
ral pa can	1211	0
ral pa 'dzin	1211	0
ral ba	1211	0
ras	1211	0
ras pa	1211	0
ras bal shing	1211	0
ras ros	1211	0
rA ma	1211	0
rA hu	1211	0
ri	1212	1
ri ka sha	1212	0
ri sked	1212	0
ri skyegs	1212	0
ri skyes dkar mo	1212	0
ri skyes ma	1212	0
ri kha ba can	1212	0
ri khyi	1212	0
ri khrod	1212	0
ri gu	1212	0
ri 'gems	1212	0
ri rgya	1213	1
ri rgyal	1213	0
ri sgog	1213	0
ri chen po lnga	1213	0
ri 'joms	1213	0
ri stong	1213	0
ri thang mtshams	1213	0
ri dvags	1213	0
ri dvags rgyal po	1213	0
ri pa	1213	0
ri po ta la	1213	0
ri ba	1214	1
ri bo	1214	0
ri bo khrung khrung	1214	0
ri bo gangs can	1214	0
ri bo gru 'dzin	1214	0
ri bo dga' ldan	1214	0
ri bo che	1214	0
ri bo chen po bcu	1214	0
ri bo btang bzung	1214	0
ri bo de shan	1214	0
ri bo tsan dra ka la	1214	0
ri bo rtse lnga	1214	0
ri bo rin chen spungs pa	1214	0
ri bong	1214	0
ri bong gi rwa	1214	0
ri bong za	1214	0
ri bo'i rgyan	1215	1
ri bo'i bu mo	1215	0
ri bor gyi grong	1215	0
ri bya rkang	1215	0
ri bya skyegs	1215	0
ri byi	1215	0
ri brag	1216	1
ri brag pa	1216	0
ri brags pa	1216	0
ri 'bog	1216	0
ri mig	1216	0
ri me'i lha mo	1216	0
ri mo	1216	0
ri mo mkhan	1217	1
ri mo can	1217	0
ri mo dmar ser can	1217	0
ri mo gsum pa	1217	0
ri mor byed pa	1217	0
ri tshag	1217	0
ri rdzong	1217	0
ri zhum	1217	0
ri zhol	1217	0
