# work_key	english	tibetan	raw_label	source	vinaya
S12085		ཉམས་ལེན།/ཐ་མ་ཁ་སྤོང་བ།	ཉམས་ལེན།/ཐ་མ་ཁ་སྤོང་བ།	sungbum	0
S12086		ཉམས་ལེན།/སློབ་གཉེར་བྱེད་ཚུལ།	ཉམས་ལེན།/སློབ་གཉེར་བྱེད་ཚུལ།	sungbum	0
S12087		ཕྲན་ཚེགས།/ཆ་ཧར་དགེ་བཤེས་བློ་བཟང་ཚུལ་ཁྲིམས།	ཕྲན་ཚེགས།/ཆ་ཧར་དགེ་བཤེས་བློ་བཟང་ཚུལ་ཁྲིམས།	sungbum	0
S12088		ཉམས་ལེན།/ཞབས་བརྟན།/ཆ་ཧར་དགེ་བཤེས་བློ་བཟང་ཚུལ་ཁྲིམས།	ཉམས་ལེན།/ཞབས་བརྟན།/ཆ་ཧར་དགེ་བཤེས་བློ་བཟང་ཚུལ་ཁྲིམས།	sungbum	0
S12090		རྣམ་ཐར།/མཚན་ཐོག/ཛེ་སྨད་རིན་པོ་ཆེ་བློ་བཟང་དཔལ་ལྡན་བསྟན་འཛིན་ཡར་རྒྱས།	རྣམ་ཐར།/མཚན་ཐོག/ཛེ་སྨད་རིན་པོ་ཆེ་བློ་བཟང་དཔལ་ལྡན་བསྟན་འཛིན་ཡར་རྒྱས།	sungbum	0
S12091		རྣམ་ཐར།/མཚན་ཐོག/ཛེ་སྨད་རིན་པོ་ཆེ་བློ་བཟང་དཔལ་ལྡན་བསྟན་འཛིན་ཡར་རྒྱས།	རྣམ་ཐར།/མཚན་ཐོག/ཛེ་སྨད་རིན་པོ་ཆེ་བློ་བཟང་དཔལ་ལྡན་བསྟན་འཛིན་ཡར་རྒྱས།	sungbum	0
S12092		ལམ་རིམ།/ལམ་རིམ་ཆེན་མོ།/འགྲེལ་པ།	ལམ་རིམ།/ལམ་རིམ་ཆེན་མོ།/འགྲེལ་པ།	sungbum	0
S12093		ལམ་རིམ།/རྣམ་གྲོལ་ལག་བཅངས།/འགྲེལ་པ།	ལམ་རིམ།/རྣམ་གྲོལ་ལག་བཅངས།/འགྲེལ་པ།	sungbum	0
S12094		ལམ་རིམ།/བདེ་ལམ།/འགྲེལ་པ།	ལམ་རིམ།/བདེ་ལམ།/འགྲེལ་པ།	sungbum	0
S12095		ལམ་རིམ།/ལམ་རིམ་བསྡུས་དོན།	ལམ་རིམ།/ལམ་རིམ་བསྡུས་དོན།	sungbum	0
S12096		ལམ་རིམ།/ལམ་རིམ་ཆེན་མོ།/འགྲེལ་པ།	ལམ་རིམ།/ལམ་རིམ་ཆེན་མོ།/འགྲེལ་པ།	sungbum	0
S12097		རྒྱུད།/བླ་མ་མཆོད་པ།/འགྲེལ་པ།	རྒྱུད།/བླ་མ་མཆོད་པ།/འགྲེལ་པ།	sungbum	0
S12098		བློ་སྦྱོང་།/བློ་སྦྱོང་དོན་བདུན་མ།/འགྲེལ་པ།	བློ་སྦྱོང་།/བློ་སྦྱོང་དོན་བདུན་མ།/འགྲེལ་པ།	sungbum	0
S12099		བློ་སྦྱོང་།/བློ་སྦྱོང་ཚིག་བརྒྱད་མ།/འགྲེལ་པ།	བློ་སྦྱོང་།/བློ་སྦྱོང་ཚིག་བརྒྱད་མ།/འགྲེལ་པ།	sungbum	0
S121		ཆོ་ག/གཟུང་གཞུག	ཆོ་ག/གཟུང་གཞུག	sungbum	0
S121	Rituals For Loading Holy Images With Prayers	GZUNGS GZHUG	Rituals_For_Loading_Holy_Images_With_Prayers--GZUNGS_GZHUG	r6	0
S12100		བློ་སྦྱོང་།/བློ་སྦྱོང་ཚིག་བརྒྱད་མ།/འགྲེལ་པ།	བློ་སྦྱོང་།/བློ་སྦྱོང་ཚིག་བརྒྱད་མ།/འགྲེལ་པ།	sungbum	0
S12101		བློ་སྦྱོང་།/བློ་སྦྱོང་ཉི་མའི་འོད་ཟེར།/འགྲེལ་པ།	བློ་སྦྱོང་།/བློ་སྦྱོང་ཉི་མའི་འོད་ཟེར།/འགྲེལ་པ།	sungbum	0
S12102		ཉམས་ལེན།/བླ་མའི་རྣལ་འབྱོར།/རྗེ་ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ།/དགའ་ལྡན་ལྷ་བརྒྱ་མ།	ཉམས་ལེན།/བླ་མའི་རྣལ་འབྱོར།/རྗེ་ཙོང་ཁ་པ་བློ་བཟང་གྲགས་པ།/དགའ་ལྡན་ལྷ་བརྒྱ་མ།	sungbum	0
S12103		རྒྱུད།/འཇིགས་བྱེད།/དབང་།	རྒྱུད།/འཇིགས་བྱེད།/དབང་།	sungbum	0
S12104		རྒྱུད།/གསང་འདུས།/དབང་།	རྒྱུད།/གསང་འདུས།/དབང་།	sungbum	0
S12105		རྒྱུད།/གསང་འདུས།/འཇམ་པའི་རྡོ་རྗེ།	རྒྱུད།/གསང་འདུས།/འཇམ་པའི་རྡོ་རྗེ།	sungbum	0
S12106		རྒྱུད།/གསང་འདུས།/འཇིག་རྟེན་དབང་ཕྱུག	རྒྱུད།/གསང་འདུས།/འཇིག་རྟེན་དབང་ཕྱུག	sungbum	0
S12107		རྒྱུད།/རྡོ་རྗེ་རྣལ་འབྱོར་མ།/དབང་།	རྒྱུད།/རྡོ་རྗེ་རྣལ་འབྱོར་མ།/དབང་།	sungbum	0
S12108		རྒྱུད།/བདེ་མཆོག/འགྲེལ་པ།	རྒྱུད།/བདེ་མཆོག/འགྲེལ་པ།	sungbum	0
S12109		རྒྱུད།/བདེ་མཆོག/ལུས་དཀྱིལ།	རྒྱུད།/བདེ་མཆོག/ལུས་དཀྱིལ།	sungbum	0
S12110		རྒྱུད།/འཇིགས་བྱེད།/དབང་།	རྒྱུད།/འཇིགས་བྱེད།/དབང་།	sungbum	0
S12111		རྒྱུད།/སྤྱི།/དབང་།	རྒྱུད།/སྤྱི།/དབང་།	sungbum	0
S12112		གསན་ཡིག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	གསན་ཡིག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	sungbum	0
S12113		གསན་ཡིག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	གསན་ཡིག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	sungbum	0
S12114		གསན་ཡིག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	གསན་ཡིག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	sungbum	0
S12115		ལྷ་བཟོ།/སྤྱི།	ལྷ་བཟོ།/སྤྱི།	sungbum	0
S12116		ལམ་རིམ།/ལུང་རིགས་གཏེར་མཛོད།	ལམ་རིམ།/ལུང་རིགས་གཏེར་མཛོད།	sungbum	0
S12117		ཕྲན་ཚེགས།/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	ཕྲན་ཚེགས།/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	sungbum	0
S12118		ཉམས་ལེན།/སྤྱི།/ཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ།	ཉམས་ལེན།/སྤྱི།/ཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ།	sungbum	0
S12119		འདུལ་བ།/སྤྱི།/ཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ།	འདུལ་བ།/སྤྱི།/ཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ།	sungbum	0
S12120		རྒྱུད།/སྤྱི།/གཏོར་མ།	རྒྱུད།/སྤྱི།/གཏོར་མ།	sungbum	0
S12121		རྒྱུད།/སྤྱི།/གཏོར་མ།	རྒྱུད།/སྤྱི།/གཏོར་མ།	sungbum	0
S12122		རྒྱུད།/གཤིན་པོ།/སྒྲུབ་ཐབས།	རྒྱུད།/གཤིན་པོ།/སྒྲུབ་ཐབས།	sungbum	0
S12123		རྒྱུད།/དོ་ཧ།	རྒྱུད།/དོ་ཧ།	sungbum	0
S12124		རྒྱུད།/སྤྱི།/རབ་གནས།	རྒྱུད།/སྤྱི།/རབ་གནས།	sungbum	0
S12125		རྒྱུད།/སྤྱི།/སྒྲུབ་ཐབས།	རྒྱུད།/སྤྱི།/སྒྲུབ་ཐབས།	sungbum	0
S12126		རྒྱུད།/སྤྱི།/ཆོས་སྲུང་།	རྒྱུད།/སྤྱི།/ཆོས་སྲུང་།	sungbum	0
S12127		རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/སྨོན་ལམ།	རྒྱུད།/ཕྱག་ན་རྡོ་རྗེ།/སྨོན་ལམ།	sungbum	0
S12128		ཆོས་འབྱུང་།/འཇིགས་བྱེད་ཀྱི་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/འཇིགས་བྱེད་ཀྱི་ཆོས་འབྱུང་།	sungbum	0
S12129		རྣམ་ཐར།/མཚན་ཐོག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	རྣམ་ཐར།/མཚན་ཐོག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	sungbum	0
S12130		རྣམ་ཐར།/མཚན་ཐོག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	རྣམ་ཐར།/མཚན་ཐོག/འཇམ་དབྱངས་བཞད་པའི་རྡོ་རྗེ་ངག་དབང་བརྩོན་འགྲུས།	sungbum	0
S12131		རྣམ་ཐར།/མཚན་ཐོག/ལྕང་སྐྱ་རོལ་བའི་རྡོ་རྗེ།	རྣམ་ཐར།/མཚན་ཐོག/ལྕང་སྐྱ་རོལ་བའི་རྡོ་རྗེ།	sungbum	0
S12132		རྣམ་ཐར།/མཚན་ཐོག/བྲག་གཡབ་ཆུང་ཚང་སྤྲུལ་པའི་སྐུ་རིན་པོ་ཆེ་བསྐལ་བཟང་ཐུབ་བསྟན་དབང་ཕྱུག	རྣམ་ཐར།/མཚན་ཐོག/བྲག་གཡབ་ཆུང་ཚང་སྤྲུལ་པའི་སྐུ་རིན་པོ་ཆེ་བསྐལ་བཟང་ཐུབ་བསྟན་དབང་ཕྱུག	sungbum	0
S12133		རྣམ་ཐར།/མཚན་ཐོག/ངག་དབང་བློ་བཟང་དཔལ་བཟང་པོ།	རྣམ་ཐར།/མཚན་ཐོག/ངག་དབང་བློ་བཟང་དཔལ་བཟང་པོ།	sungbum	0
S12134		ཆོས་འབྱུང་།/སྐུ་འབུམ་ཆོས་འབྱུང་།	ཆོས་འབྱུང་།/སྐུ་འབུམ་ཆོས་འབྱུང་།	sungbum	0
S12137		དབུ་མ།/དབུ་མ་ལ་འཇུག་པའི་འགྲེལ་པ།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	དབུ་མ།/དབུ་མ་ལ་འཇུག་པའི་འགྲེལ་པ།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12138		ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12139		རྒྱུད།/སྤྱི།/དྲིས་ལན།	རྒྱུད།/སྤྱི།/དྲིས་ལན།	sungbum	0
S12140		ཉམས་ལེན།/སྨོན་ལམ།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/སྨོན་ལམ།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12141		རྒྱུད།/འཇམ་དབྱངས།/བསྟོད་པ།	རྒྱུད།/འཇམ་དབྱངས།/བསྟོད་པ།	sungbum	0
S12142		རྒྱུད།/འཇམ་དབྱངས།/སྨོན་ལམ།	རྒྱུད།/འཇམ་དབྱངས།/སྨོན་ལམ།	sungbum	0
S12143		ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12145		ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12146		ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12147		ཆོ་ག/བྱང་ཆོག	ཆོ་ག/བྱང་ཆོག	sungbum	0
S12148		རྒྱུད།/རྒྱལ་མཚན་རྩེ་མོ།/བཟློག་པ།	རྒྱུད།/རྒྱལ་མཚན་རྩེ་མོ།/བཟློག་པ།	sungbum	0
S12149		དབུ་མ།/སྒྲོ་འདོགས་ཀྱི་རྣམ་གཞག	དབུ་མ།/སྒྲོ་འདོགས་ཀྱི་རྣམ་གཞག	sungbum	0
S12150		སེམས་ཙམ།/ཀུན་གཞིའི་རྣམ་པར་ཤེས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	སེམས་ཙམ།/ཀུན་གཞིའི་རྣམ་པར་ཤེས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12151		རྒྱུད།/བླ་མ་མཆོད་པ།/བླ་བརྒྱུད།	རྒྱུད།/བླ་མ་མཆོད་པ།/བླ་བརྒྱུད།	sungbum	0
S12152		ཉམས་ལེན།/སྤྱི།/ཆ་ཧར་དགེ་བཤེས་བློ་བཟང་ཚུལ་ཁྲིམས།	ཉམས་ལེན།/སྤྱི།/ཆ་ཧར་དགེ་བཤེས་བློ་བཟང་ཚུལ་ཁྲིམས།	sungbum	0
S12153		ཉམས་ལེན།/སྤྱི།/ཆ་ཧར་དགེ་བཤེས་བློ་བཟང་ཚུལ་ཁྲིམས།	ཉམས་ལེན།/སྤྱི།/ཆ་ཧར་དགེ་བཤེས་བློ་བཟང་ཚུལ་ཁྲིམས།	sungbum	0
S12154		ཉམས་ལེན།/ཞབས་བརྟན།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/ཞབས་བརྟན།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12155		ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12156		དབུ་མ།/གཅིག་དུ་བྲལ།	དབུ་མ།/གཅིག་དུ་བྲལ།	sungbum	0
S12157		ཉམས་ལེན།/བསླབ་བྱ།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/བསླབ་བྱ།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12158		བསྟོད་པ།/དེ་བཞིན་གཤེགས་པ།	བསྟོད་པ།/དེ་བཞིན་གཤེགས་པ།	sungbum	0
S12159		ཉམས་ལེན།/སྨོན་ལམ།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/སྨོན་ལམ།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12160		ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	ཉམས་ལེན།/གསོལ་འདེབས།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
S12161		དབུ་མ།/འགྲེལ་པ་སྤྱི།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	དབུ་མ།/འགྲེལ་པ་སྤྱི།/ཆོས་རྗེ་ཁལ་ཁ་ངག་དབང་དཔལ་ལྡན།	sungbum	0
