Abb. Wylie,Abb. Unicode,Expan. Wylie,Expan. Unicode,Source
ny+misazhad,ཉྨིསཞད,nyi ma'i bzhad,ཉི་མའི་བཞད,rKTs (CC BY 4.0): Esukhia
ny+mi'idaM'adod,ཉྨིའིདྃའདོད,nyi ma'i mda' 'dod,ཉི་མའི་མདའ་འདོད,rKTs (CC BY 4.0): Esukhia
ny+mi'itshad,ཉྨིའིཚད,nyi ma'i tshad,ཉི་མའི་ཚད,rKTs (CC BY 4.0): Esukhia
ny+mi'idor,ཉྨིའིདོར,nyi ma'i 'od zer,ཉི་མའི་འོད་ཟེར,rKTs (CC BY 4.0): Esukhia
ny+mi'ido,ཉྨིའིདོ,nyi ma'i 'od,ཉི་མའི་འོད,rKTs (CC BY 4.0): Esukhia
ny+mi'irtsa,ཉྨིའིརྩ,nyi ma'i rtsa,ཉི་མའི་རྩ,rKTs (CC BY 4.0): Esukhia
ny+mi'i,ཉྨིའི,nyi ma'i,ཉི་མའི,rKTs (CC BY 4.0): Esukhia
ny+mi'o,ཉྨིའོ,nyi ma'o,ཉི་མའོ,rKTs (CC BY 4.0): Esukhia
ny+mirlag,ཉྨིརླག,nyi mar lag,ཉི་མར་ལག,rKTs (CC BY 4.0): Esukhia
ny+maMr,ཉྨྃར,nyi mar,ཉི་མར,rKTs (CC BY 4.0): Esukhia
nyideMr,ཉིདེཾར,nyi med par,ཉི་མེད་པར,rKTs (CC BY 4.0): Esukhia
nyir,ཉིར,nyi myur,ཉི་མྱུར,rKTs (CC BY 4.0): Dzongkha abbreviations
nyu+ir,ཉིུར,nyi myur,ཉི་མྱུར,rKTs (CC BY 4.0): Dzongkha abbreviations
nyitshe'i,ཉིཚེའི,nyi tshe ba'i,ཉི་ཚེ་བའི,rKTs (CC BY 4.0): Esukhia
nyitshe'i,ཉིཚེའི,nyi tshe'i,ཉི་ཚེའི,rKTs (CC BY 4.0): Esukhia
nyizer,ཉིཟེར,nyi zer,ཉི་ཟེར,rKTs (CC BY 4.0): Esukhia
ny+lidaM'i,ཉླིདྃའི,nyi zla pad+ma'i,ཉི་ཟླ་པདྨའི,rKTs (CC BY 4.0): Esukhia
ny+yikhyisaM,ཉྱིཁྱིསྃ,nyi zla 'khyims,ཉི་ཟླ་འཁྱིམས,rKTs (CC BY 4.0): Esukhia
ny+li,ཉླི,nyi zla,ཉི་ཟླ,rKTs (CC BY 4.0)
nyu+ir,ཉིུར,nyi zhur,ཉི་ཞུར,rKTs (CC BY 4.0): Dzongkha abbreviations
nyikhyisaM,ཉིཁྱིསྃ,nyi 'khyims,ཉི་འཁྱིམས,rKTs (CC BY 4.0): Esukhia
nyichar,ཉིཆར,nyi 'char,ཉི་འཆར,rKTs (CC BY 4.0): Esukhia
nyide,ཉིདེ,nyi 'de,ཉི་འདེ,rKTs (CC BY 4.0): Esukhia
nyidzin,ཉིཛིན,nyi 'dzin,ཉི་འཛིན,rKTs (CC BY 4.0): Esukhia
ny+king,ཉྐིང,nyi rkang,ཉི་རྐང,rKTs (CC BY 4.0): Esukhia
ny+kir,ཉྐིར,nyi rkar,ཉི་རྐར,rKTs (CC BY 4.0): Esukhia
ny+di+ul,ཉྡིུལ,nyi rdul,ཉི་རྡུལ,rKTs (CC BY 4.0): Esukhia
ny+digo,ཉྡིགོ,nyi ldog,ཉི་ལྡོག,rKTs (CC BY 4.0): Esukhia
nyi+u'itshig,ཉིུའིཚིག,nyi shu ba'i tshig,ཉི་ཤུ་བའི་ཚིག,rKTs (CC BY 4.0): Esukhia
nyi+u'igrol,ཉིུའིགྲོལ,nyi shu ba'i 'grol,ཉི་ཤུ་བའི་འགྲོལ,rKTs (CC BY 4.0): Esukhia
nyi+urtsa,ཉིུརྩ,nyi shu rtsa,ཉི་ཤུ་རྩ,rKTs (CC BY 4.0): Esukhia
nyi+u,ཉིུ,nyi shu,ཉི་ཤུ,rKTs (CC BY 4.0): Esukhia
nyu+i,ཉིུ,nyi shu,ཉི་ཤུ,rKTs (CC BY 4.0)
nyi+uraM,ཉིུརྃ་,nyi shur ma,ཉི་ཤུར་མ་,rKTs (CC BY 4.0): Esukhia
ny+k+yise,ཉྐྱིསེ,nyi skyes,ཉི་སྐྱེས,rKTs (CC BY 4.0): Esukhia
nyig+ni,ཉིགྣི,nyig ni,ཉིག་ནི,rKTs (CC BY 4.0): Esukhia
nying+khu,ཉིངྑུ་,nying khu,ཉིང་ཁུ་,rKTs (CC BY 4.0): Esukhia
nying+chang,ཉིངྖང་,nying chags,ཉིང་ཆགས་,rKTs (CC BY 4.0): Esukhia
nying+tor,ཉིངྟོར,nying tor,ཉིང་ཏོར,rKTs (CC BY 4.0): Esukhia
nyingagos,ཉིངགོས,nying dgos,ཉིང་དགོས,rKTs (CC BY 4.0): Esukhia
nying+b+ran,ཉིངྦྲན,nying bran,ཉིང་བྲན,rKTs (CC BY 4.0): Esukhia
nyingaMtshaMs,ཉིངྃཚྃས,nying mtshams,ཉིང་མཚམས,rKTs (CC BY 4.0): Esukhia
nyingatsha,ཉིངཚ་,nying tsha,ཉིང་ཚ་,rKTs (CC BY 4.0): Esukhia
nyingakhrul,ཉིངཁྲུལ,nying 'khrul,ཉིང་འཁྲུལ,rKTs (CC BY 4.0): Esukhia
nying+lag,ཉིངླག,nying lag,ཉིང་ལག,rKTs (CC BY 4.0): Esukhia
nying+rul,ཉིངྲུལ,nying sprul,ཉིང་སྤྲུལ,rKTs (CC BY 4.0): Esukhia
nying+lob,ཉིངློབ,nying slob,ཉིང་སློབ,rKTs (CC BY 4.0): Esukhia
nyid+yis,ཉིདྱིས,nyid kyis,ཉིད་ཀྱིས,rKTs (CC BY 4.0): Esukhia
nyid+cag,ཉིདྕག,nyid cag,ཉིད་ཅག,rKTs (CC BY 4.0): Esukhia
nyidang,ཉིདང,nyid dang,ཉིད་དང,rKTs (CC BY 4.0)
nyidu,ཉིདུ,nyid du,ཉིད་དུ,rKTs (CC BY 4.0)
nyin+kha,ཉིནྑ,nyin kha,ཉིན་ཁ,rKTs (CC BY 4.0): Esukhia
nyu+ing,ཉིུང༌,nyin gung,ཉིན་གུང༌,rKTs (CC BY 4.0)
nyi+ung,ཉིུང་,nyin gung,ཉིན་གུང་,rKTs (CC BY 4.0): Esukhia
nyin+ya,ཉིནྱ,nyin gla,ཉིན་གླ,rKTs (CC BY 4.0): Esukhia
nyinoMs,ཉིནོཾས,nyin ngos,ཉིན་ངོས,rKTs (CC BY 4.0): Esukhia
nyin+chad,ཉིནྖད,nyin chad,ཉིན་ཆད,rKTs (CC BY 4.0): Esukhia
nyin+chas,ཉིནྖས,nyin chas,ཉིན་ཆས,rKTs (CC BY 4.0): Esukhia
nyin+thir,ཉིནྠིར,nyin thor,ཉིན་ཐོར,rKTs (CC BY 4.0): Esukhia
nyinakar,ཉིནཀར,nyin dkar,ཉིན་དཀར,rKTs (CC BY 4.0): Esukhia
nyidangos,ཉིདངོས,nyin dngos,ཉིན་དངོས,rKTs (CC BY 4.0): Esukhia
nyinag,ཉིནག,nyin nag,ཉིན་ནག,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
nyin+ph+ye,ཉིནྥྱེ,nyin phye,ཉིན་ཕྱེ,rKTs (CC BY 4.0): Esukhia
nyin+yed+Yol,ཉིནྱེདྻོལ,nyin phyed yul,ཉིན་ཕྱེད་ཡུལ,rKTs (CC BY 4.0): Esukhia
nyide,ཉིདེ,nyin phyed,ཉིན་ཕྱེད,rKTs (CC BY 4.0): Dzongkha abbreviations
nyin+yoDa,ཉིནྱོཌ་,nyin phyogs,ཉིན་ཕྱོགས་,rKTs (CC BY 4.0): Esukhia
nyin+tud,ཉིནྟུད,nyin bstun,ཉིན་བསྟུན,rKTs (CC BY 4.0): Esukhia
nyin+yedabango,ཉིནྱེདབངོ,nyin byed danang bo,ཉིན་བྱེད་དནང་བོ,rKTs (CC BY 4.0): Esukhia
nyinaMkho'i,ཉིནྃཁོའི,nyin mkho'i,ཉིན་མཁོའི,rKTs (CC BY 4.0): Esukhia
nyinaMthar+yed,ཉིནྃཐརྱེད,nyin mthar byed,ཉིན་མཐར་བྱེད,rKTs (CC BY 4.0): Esukhia
nyinaMtshan,ཉིནྃཚན,nyin mtshan,ཉིན་མཚན,rKTs (CC BY 4.0): Esukhia
nyiMtshan,ཉིྃཚན,nyin mtshan,ཉིན་མཚན,rKTs (CC BY 4.0): Esukhia
nyitshan,ཉིཚན,nyin mtshan,ཉིན་མཚན,rKTs (CC BY 4.0): Esukhia
ny^in,ཉི༹ན,nyin mtshan,ཉིན་མཚན,rKTs (CC BY 4.0)
nyin^a,ཉིན༹,nyin mtshan,ཉིན་མཚན,rKTs (CC BY 4.0): Dzongkha abbreviations
nyinoM,ཉིནོྃ་,nyin mo,ཉིན་མོ་,rKTs (CC BY 4.0): Esukhia
nyinoM'i,ཉིནོྃའི་,nyin mo'i,ཉིན་མོའི་,rKTs (CC BY 4.0): Esukhia
nyinoM'idago,ཉིནོྃའིདགོ,nyin mo'i bdag po,ཉིན་མོའི་བདག་པོ,rKTs (CC BY 4.0): Esukhia
nyin+thoM'i,ཉིནྠོྃའི,nyin mo'i mtha',ཉིན་མོའི་མཐའ,rKTs (CC BY 4.0): Esukhia
nyinoM'idren,ཉིནོྃའིདྲེན,nyin mo'i 'dren,ཉིན་མོའི་འདྲེན,rKTs (CC BY 4.0): Esukhia
nyinoM'ibyuMs,ཉིནོྃའིབྱུཾས,nyin mo'i 'byung nas,ཉིན་མོའི་འབྱུང་ནས,rKTs (CC BY 4.0): Esukhia
nyinauM'i,ཉིནཽཾའི,nyin mo'i,ཉིན་མོའི,rKTs (CC BY 4.0): Esukhia
nyinoM'i,ཉིནོྃའི,nyin mo'i,ཉིན་མོའི,rKTs (CC BY 4.0): Esukhia
nyino'i,ཉིནོའི,nyin mo'i,ཉིན་མོའི,rKTs (CC BY 4.0): Esukhia
nyinoMraga'+ral,ཉིནོྃརགའྲལ,nyin mor dga' bral,ཉིན་མོར་དགའ་བྲལ,rKTs (CC BY 4.0): Esukhia
nyinauMrade'i,ཉིནཽཾརདེའི,nyin mor byed pa'i,ཉིན་མོར་བྱེད་པའི,rKTs (CC BY 4.0): Esukhia
nyinatshad,ཉིནཚད,nyin tshad,ཉིན་ཚད,rKTs (CC BY 4.0): Esukhia
nyin^ad,ཉིན༹ད,nyin tshad,ཉིན་ཚད,rKTs (CC BY 4.0)
nyinutshaDa,ཉིནུཚཌ,nyin tshugs,ཉིན་ཚུགས་,rKTs (CC BY 4.0): Esukhia
nyinagaza',ཉིནགཟའ,nyin zhag gza',ཉིན་ཞག་གཟའ,rKTs (CC BY 4.0): Esukhia
nyinagatshoDa,ཉིནགཚོཌ་,nyin zhag tshogs,ཉིན་ཞག་ཚོགས་,rKTs (CC BY 4.0): Esukhia
nyinag,ཉིནག,nyin zhag,ཉིན་ཞག,rKTs (CC BY 4.0): Esukhia
nyind,ཉིནད,nyin zhad,ཉིན་ཞད,rKTs (CC BY 4.0): Esukhia
nyinakhor,ཉིནཁོར,nyin 'khor,ཉིན་འཁོར,rKTs (CC BY 4.0): Esukhia
nyin+yongs,ཉིནྱོངས,nyin 'khyongs,ཉིན་འཁྱོངས,rKTs (CC BY 4.0): Esukhia
nyinagyaMs,ཉིནགྱྃས,nyin 'gyangs,ཉིན་འགྱངས,rKTs (CC BY 4.0): Esukhia
nyinaphul,ཉིནཕུལ,nyin 'phul,ཉིན་འཕུལ,rKTs (CC BY 4.0): Esukhia
ny+kin,ཉྐིན,nyin rkun,ཉིན་རྐུན,rKTs (CC BY 4.0): Esukhia
nyinase,ཉིནསེ,nyin rjes,ཉིན་རྗེས,rKTs (CC BY 4.0): Esukhia
nyin+tar,ཉིནྟར,nyin ltar,ཉིན་ལྟར,rKTs (CC BY 4.0): Esukhia
nyin+kar,ཉིནྐར,nyin skar,ཉིན་སྐར,rKTs (CC BY 4.0): Esukhia
nyin+rel,ཉིནྲེལ,nyin sbrel,ཉིན་སྦྲེལ,rKTs (CC BY 4.0): Esukhia
ny+rib,ཉྲིབ,nyin srib,ཉིན་སྲིབ,rKTs (CC BY 4.0): Dzongkha abbreviations
nyili,ཉིལི,nyil nyil,ཉིལ་ཉིལ,rKTs (CC BY 4.0): Esukhia
nyili+i,ཉིལིི,nyil li li,ཉིལ་ལི་ལི,rKTs (CC BY 4.0): Esukhia
nyile,ཉིལེ,nyil le,ཉིལ་ལེ,rKTs (CC BY 4.0): Esukhia
nyis+kh+ri,ཉིསྑྲི་,nyis khri,ཉིས་ཁྲི་,rKTs (CC BY 4.0): Esukhia
nyis+thog,ཉིསྠོག,nyis thog,ཉིས་ཐོག,rKTs (CC BY 4.0): Esukhia
nyisad+ya,ཉིསདྱ,nyis brgya,ཉིས་བརྒྱ,rKTs (CC BY 4.0): Esukhia
nyisartseDa,ཉིསརྩེཌ་,nyis brtsegs,ཉིས་བརྩེགས་,rKTs (CC BY 4.0): Esukhia
nyislos,ཉིསློས,nyis zlos,ཉིས་ཟློས,rKTs (CC BY 4.0): Esukhia
nyisgyur,ཉིསྒྱུར,nyis 'gyur,ཉིས་འགྱུར,rKTs (CC BY 4.0): Esukhia
nyisrelalog,ཉིསྲེལལོག,nyis 'brel shog,ཉིས་འབྲེལ་ཤོག,rKTs (CC BY 4.0): Esukhia
nyis+Ri,ཉིསྼི,nyis ri,ཉིས་རི,rKTs (CC BY 4.0): Esukhia
nyis+r+cinaM,ཉིསྲྕིནྃ,nyis rim can,ཉིས་རིམ་ཅན,rKTs (CC BY 4.0): Esukhia
nyisgyu,ཉིསྒྱུ,nyis rgyu,ཉིས་རྒྱུ,rKTs (CC BY 4.0): Esukhia
ny+lis,ཉླིས,nyis las,ཉིས་ལས,rKTs (CC BY 4.0): Esukhia
nyislen,ཉིསླེན,nyis len,ཉིས་ལེན,rKTs (CC BY 4.0): Esukhia
nyislog,ཉིསློག,nyis log,ཉིས་ལོག,rKTs (CC BY 4.0): Esukhia
nyisdab,ཉིསྡབ,nyis ldab,ཉིས་ལྡབ,rKTs (CC BY 4.0): Esukhia
nyiskal,ཉིསྐལ,nyis skal,ཉིས་སྐལ,rKTs (CC BY 4.0): Esukhia
nyiskul,ཉིསྐུལ,nyis skul,ཉིས་སྐུལ,rKTs (CC BY 4.0): Esukhia
nyiskra,ཉིསྐྲ,nyis skra,ཉིས་སྐྲ,rKTs (CC BY 4.0): Esukhia
nyisgriM,ཉིསྒྲིྃ,nyis sgrim,ཉིས་སྒྲིམ,rKTs (CC BY 4.0): Esukhia
nyistong,ཉིསྟོང,nyis stong,ཉིས་སྟོང,rKTs (CC BY 4.0)
nyisbraDa,ཉིསྦྲཌ་,nyis sbrags,ཉིས་སྦྲགས་,rKTs (CC BY 4.0): Esukhia
nyisbrel,ཉིསྦྲེལ,nyis sbrel,ཉིས་སྦྲེལ,rKTs (CC BY 4.0): Esukhia
nyug+nyug,ཉུགྙུག,nyug nyug,ཉུག་ཉུག,rKTs (CC BY 4.0): Esukhia
nyungu,ཉུངུ་,nyung ngu,ཉུང་ངུ་,rKTs (CC BY 4.0)
nyungur,ཉུངུར,nyung ngur,ཉུང་ངུར,rKTs (CC BY 4.0): Esukhia
nyunge,ཉུངེ,nyung nge,ཉུང་ངེ,rKTs (CC BY 4.0): Esukhia
nyuMnig,ཉུཾནིག,nyung nyin zhag,ཉུང་ཉིན་ཞག,rKTs (CC BY 4.0): Esukhia
nyungang,ཉུངང,nyung nyung,ཉུང་ཉུང,rKTs (CC BY 4.0): Esukhia
nyungarnag,ཉུངརྣག,nyung dkar nag,ཉུང་དཀར་ནག,rKTs (CC BY 4.0): Esukhia
nyungar,ཉུངར,nyung dkar,ཉུང་དཀར,rKTs (CC BY 4.0): Esukhia
nyungag,ཉུངག,nyung nag,ཉུང་ནག,rKTs (CC BY 4.0): Esukhia
nyungaM,ཉུངྃ་,nyung ma,ཉུང་མ་,rKTs (CC BY 4.0): Esukhia
nyunganyaM,ཉུངཉྃ,nyung mnyam,ཉུང་མཉམ,rKTs (CC BY 4.0): Esukhia
nyungatha'o,ཉུངཐའོ,nyung mtho'o,ཉུང་མཐོའོ,rKTs (CC BY 4.0): Esukhia
nyungatsaM,ཉུངཙྃ,nyung tsam,ཉུང་ཙམ་,rKTs (CC BY 4.0): Esukhia
nyungazad,ཉུངཟད་,nyung zad,ཉུང་ཟད,rKTs (CC BY 4.0): Esukhia
nyung+shas,ཉུངྴས,nyung shas,ཉུང་ཤས,rKTs (CC BY 4.0): Esukhia
nyungash+yer,ཉུངཤྱེར,nyungs gsher,ཉུངས་གཤེར,rKTs (CC BY 4.0): Esukhia
nyungasar,ཉུངསར,nyungs dkar,ཉུངས་དཀར,rKTs (CC BY 4.0): Esukhia
nyul+nyul,ཉུལྙུལ,nyul nyul,ཉུལ་ཉུལ,rKTs (CC BY 4.0): Esukhia
nyulo,ཉུལོ,nyul bo,ཉུལ་བོ,rKTs (CC BY 4.0): Esukhia
nyul+yedab+chag,ཉུལྱེདབྖག,nyul byed 'dab chag,ཉུལ་བྱེད་འདབ་ཆག,rKTs (CC BY 4.0): Esukhia
nyulaM,ཉུལྃ་,nyul ma,ཉུལ་མ་,rKTs (CC BY 4.0): Esukhia
nyule,ཉུལེ,nyul le,ཉུལ་ལེ,rKTs (CC BY 4.0): Dzongkha abbreviations
ny+cher,ཉྖེར,nye char,ཉེ་ཆར,rKTs (CC BY 4.0): Esukhia
nye+on,ཉེོན,nye nyon,ཉེ་ཉོན,rKTs (CC BY 4.0): Dzongkha abbreviations
nyega',ཉེགའ,nye dga',ཉེ་དགའ,rKTs (CC BY 4.0): Esukhia
nyebang,ཉེབང,nye dbang,ཉེ་དབང,rKTs (CC BY 4.0): Esukhia
nye+u,ཉེུ,nye du,ཉེ་དུ,rKTs (CC BY 4.0): Esukhia
ny+re+ung,ཉྲེུང་,nye drug,ཉེ་དྲུག་,rKTs (CC BY 4.0): Esukhia
nye'i,ཉེའི་,nye ba'i,ཉེ་བའི་,rKTs (CC BY 4.0): Esukhia
nye'ipung,ཉེའིཔུང,nye ba'i dung,ཉེ་བའི་དུང,rKTs (CC BY 4.0): Esukhia
nye'iMtshaMsade,ཉེའིྃཚྃསདེ,nye ba'i mtshams med,ཉེ་བའི་མཚམས་མེད,rKTs (CC BY 4.0): Esukhia
nye'itshal,ཉེའིཚལ,nye ba'i tshal,ཉེ་བའི་ཚལ,rKTs (CC BY 4.0): Esukhia
nye'ichi,ཉེའིཆི,nye ba'i 'chi,ཉེ་བའི་འཆི,rKTs (CC BY 4.0): Esukhia
nye'ijig,ཉེའིཇིག,nye ba'i 'jig,ཉེ་བའི་འཇིག,rKTs (CC BY 4.0): Esukhia
nye'i,ཉེའི,nye ba'i,ཉེ་བའི,rKTs (CC BY 4.0): Esukhia
nyeran+yas,ཉེརནྱས,nye bar gnas,ཉེ་བར་གནས,rKTs (CC BY 4.0): Esukhia
nyer+yed,ཉེརྱེད,nye bar byed,ཉེ་བར་བྱེད,rKTs (CC BY 4.0): Esukhia
nyeraMtshan,ཉེརྃཚན,nye bar mtshan,ཉེ་བར་མཚན,rKTs (CC BY 4.0): Esukhia
nyeraMtshon,ཉེརྃཚོན,nye bar mtshon,ཉེ་བར་མཚོན,rKTs (CC BY 4.0): Esukhia
nyerapharagro,ཉེརཕརགྲོ་,nye bar 'phar 'gro,ཉེ་བར་འཕར་འགྲོ་,rKTs (CC BY 4.0): Esukhia
nyer+yu,ཉེརྱུ,nye bar rgyu,ཉེ་བར་རྒྱུ,rKTs (CC BY 4.0): Esukhia
nyeraspyod,ཉེརསྤྱོད,nye bar spyod,ཉེ་བར་སྤྱོད,rKTs (CC BY 4.0): Esukhia
nyer,ཉེར,nye bar,ཉེ་བར,rKTs (CC BY 4.0): Esukhia
nyethoMng,ཉེཐོྃང་,nye mthong,ཉེ་མཐོང་,rKTs (CC BY 4.0): Esukhia
nyatshan,ཉཚན,nye tshan,ཉེ་ཚན,rKTs (CC BY 4.0): Esukhia
nyetshig,ཉེཚིག,nye tshig,ཉེ་ཚིག,rKTs (CC BY 4.0): Esukhia
ny+zhodeMr,ཉྮོདེྃར,nye zho med par,ཉེ་ཞོ་མེད་པར,rKTs (CC BY 4.0): Esukhia
ny+zhosabening,ཉྮོསབེནིང་,nye zhos dben zhing,ཉེ་ཞོས་དབེན་ཞིང་,rKTs (CC BY 4.0): Esukhia
nyekhon,ཉེཁོན,nye 'khon,ཉེ་འཁོན,rKTs (CC BY 4.0): Esukhia
nyero,ཉེརོ,nye 'khor,ཉེ་འཁོར,rKTs (CC BY 4.0): Esukhia
nyegraM,ཉེགྲྃ,nye 'gram,ཉེ་འགྲམ,rKTs (CC BY 4.0): Esukhia
nyedabasu,ཉེདབསུ,nye 'dabs su,ཉེ་འདབས་སུ,rKTs (CC BY 4.0): Esukhia
ny+yaid,ཉྱཻད,nye 'byed,ཉེ་འབྱེད,rKTs (CC BY 4.0): Esukhia
ny+rail,ཉྲཻལ,nye 'brel,ཉེ་འབྲེལ,rKTs (CC BY 4.0): Esukhia
nyengi,ཉེངི,nye ring,ཉེ་རིང,rKTs (CC BY 4.0): Esukhia
nyering,ཉེརིང,nye ring,ཉེ་རིང,rKTs (CC BY 4.0): Esukhia
nye rgyud,ཉེ་རྒྱུད,nye rgyud,ཉེ་རྒྱུད,rKTs (CC BY 4.0): Esukhia
nyengi,ཉེངི,nye shing,ཉེ་ཤིང,rKTs (CC BY 4.0): Esukhia
ny+kero,ཉྐེརོ,nye skor,ཉེ་སྐོར,rKTs (CC BY 4.0): Esukhia
ny+k+yero,ཉྐྱེརོ,nye skyor,ཉེ་སྐྱོར,rKTs (CC BY 4.0): Esukhia
ny+ngeno,ཉྔེནོ,nye sngon,ཉེ་སྔོན,rKTs (CC BY 4.0): Esukhia
nyedang,ཉེདང,nyed dang,ཉེད་དང,rKTs (CC BY 4.0): Esukhia
nyen+kha,ཉེནྑ,nyen kha,ཉེན་ཁ,rKTs (CC BY 4.0): Esukhia
nyen+yis,ཉེནྱིས,nyen gyis,ཉེན་གྱིས,rKTs (CC BY 4.0): Esukhia
ny+zeno,ཉྯེནོ,nyen zon,ཉེན་ཟོན,rKTs (CC BY 4.0): Esukhia
nyenagog,ཉེནགོག,nyen 'gog,ཉེན་འགོག,rKTs (CC BY 4.0): Esukhia
nyen+g+rib,ཉེནྒྲིབ,nyen sgrib,ཉེན་སྒྲིབ,rKTs (CC BY 4.0): Esukhia
nye'u,ཉེའུ,nye'u,ཉེའུ,rKTs (CC BY 4.0): Esukhia
nyerig,ཉེརིག,nyer gcig,ཉེར་གཅིག,rKTs (CC BY 4.0): Esukhia
nyer1,ཉེར༡,nyer gcig,ཉེར་གཅིག,rKTs (CC BY 4.0): Dzongkha abbreviations
ny+re gcig,ཉྲེ་གཅིག,nyer gcig,ཉེར་གཅིག,rKTs (CC BY 4.0): Tibetan Shorthand Contractions
nyairar,ཉཻརར,nyer nyer,ཉེར་ཉེར,rKTs (CC BY 4.0): Esukhia
nyer+thabe,ཉེརྠབེ,nyer thub,ཉེར་ཐུབ,rKTs (CC BY 4.0): Esukhia
nyerasaDa,ཉེརསཌ་,nyer bsags,ཉེར་བསགས་,rKTs (CC BY 4.0): Esukhia
nyeraskrun,ཉེརསྐྲུན,nyer bskrun,ཉེར་བསྐྲུན,rKTs (CC BY 4.0): Esukhia
nyerasgyur,ཉེརསྒྱུར,nyer bsgyur,ཉེར་བསྒྱུར,rKTs (CC BY 4.0): Esukhia
nyerasdoDa,ཉེརསྡོཌ་,nyer bsdogs,ཉེར་བསྡོགས་,rKTs (CC BY 4.0): Esukhia
nyer+zhi,ཉེརྮི་,nyer zhi,ཉེར་ཞི་,rKTs (CC BY 4.0): Esukhia
nyerakhuM,ཉེརཁུྃ,nyer 'khum,ཉེར་འཁུམ,rKTs (CC BY 4.0): Esukhia
nyerajog,ཉེརཇོག,nyer 'jog,ཉེར་འཇོག,rKTs (CC BY 4.0): Esukhia
nyerabros,ཉེརབྲོས་,nyer 'bras so,ཉེར་འབྲས་སོ་,rKTs (CC BY 4.0): Esukhia
nyeratshe,ཉེརཚེ,nyer 'tshe,ཉེར་འཚེ,rKTs (CC BY 4.0): Esukhia
nyeradzin,ཉེརཛིན,nyer 'dzin,ཉེར་འཛིན,rKTs (CC BY 4.0): Esukhia
ny+leran+yi,ཉླེརནྱི,nyer len gyi,ཉེར་ལེན་གྱི,rKTs (CC BY 4.0): Esukhia
ny+relnga'i,ཉྲེལྔའི་,nyer lnga ba'i,ཉེར་ལྔ་བའི་,rKTs (CC BY 4.0): Esukhia
ny+relnga,ཉྲེལྔ,nyer lnga,ཉེར་ལྔ,rKTs (CC BY 4.0): Esukhia
ny+re lnga,ཉྲེ་ལྔ,nyer lnga,ཉེར་ལྔ,rKTs (CC BY 4.0): Dzongkha abbreviations
nyeraskyed,ཉེརསྐྱེད,nyer skyed,ཉེར་སྐྱེད,rKTs (CC BY 4.0): Esukhia
nyer+yo?d,ཉེརྱ྄ོད,nyer spyad,ཉེར་སྤྱད,rKTs (CC BY 4.0): Esukhia
nyer+yo?d,ཉེརྱ྄ོད,nyer spyod,ཉེར་སྤྱོད,rKTs (CC BY 4.0): Esukhia
nyerbas,ཉེརྦས,nyer sbas,ཉེར་སྦས,rKTs (CC BY 4.0): Esukhia
nyesuMjoMs,ཉེསུྃཇོྃས,nyes gsum 'joms,ཉེས་གསུམ་འཇོམས,rKTs (CC BY 4.0): Esukhia
nyes+can,ཉེསྕན,nyes can,ཉེས་ཅན,rKTs (CC BY 4.0): Esukhia
nyes+chad,ཉེསྖད,nyes chad,ཉེས་ཆད,rKTs (CC BY 4.0): Esukhia
nyes+char,ཉེསྖར,nyes char,ཉེས་ཆར,rKTs (CC BY 4.0): Esukhia
nyesangul,ཉེསངུལ,nyes dngul,ཉེས་དངུལ,rKTs (CC BY 4.0): Esukhia
nyesamiDa,ཉེསམིཌ་,nyes dmigs,ཉེས་དམིགས་,rKTs (CC BY 4.0): Esukhia
nyesashad,ཉེསཤད,nyes bshad,ཉེས་བཤད,rKTs (CC BY 4.0): Esukhia
nyes+yas,ཉེསྱས,nyes byas,ཉེས་བྱས,rKTs (CC BY 4.0): Esukhia
nyesaMde,ཉེསྃདེ,nyes med,ཉེས་མེད,rKTs (CC BY 4.0): Esukhia
nyesatshabs,ཉེསཚབས,nyes tshabs,ཉེས་ཚབས,rKTs (CC BY 4.0): Esukhia
nyesagel,ཉེསགེལ,nyes 'gel,ཉེས་འགེལ,rKTs (CC BY 4.0): Esukhia
nyesagog,ཉེསགོག,nyes 'gog,ཉེས་འགོག,rKTs (CC BY 4.0): Esukhia
nyesartsad+chod,ཉེསརྩདྖོད,nyes rtsad chod,ཉེས་རྩད་ཆོད,rKTs (CC BY 4.0): Esukhia
ny+les,ཉླེས,nyes las,ཉེས་ལས,rKTs (CC BY 4.0): Esukhia
nyestung,ཉེསྟུང་,nyes ltong,ཉེས་ལྟོང་,rKTs (CC BY 4.0): Esukhia
nyeskyen,ཉེསྐྱེན,nyes skyon,ཉེས་སྐྱོན,rKTs (CC BY 4.0): Esukhia
nyespyo+od,ཉེསྤྱོོད,nyes spyod,ཉེས་སྤྱོད,rKTs (CC BY 4.0): Esukhia
ny+cho,ཉྖོ,nyo cha,ཉོ་ཆ,rKTs (CC BY 4.0): Esukhia
ny+chos,ཉྖོས,nyo chas,ཉོ་ཆས,rKTs (CC BY 4.0): Esukhia
nyotshong,ཉོཚོང,nyo tshong,ཉོ་ཚོང,rKTs (CC BY 4.0): Esukhia
ny+rauDa,ཉྲཽཌ་,nyo rogs,ཉོ་རོགས་,rKTs (CC BY 4.0): Esukhia
